Label,Timestamp,Value,Difference
YES,2024-01-19 11:15:00,352.85,
seven,2024-01-19 11:15:00,376.75,
seven,2024-01-19 11:15:00,376.75,
NO,2024-01-19 11:40:00,377.83,7.6200000000000045
RED,2024-01-19 11:45:00,368.05,
