timestamp,adx,plus_di,minus_di,+di_color,-di_color
2024-02-26 13:15:00,21.146416732352844,9.773715875333885,25.68584561264973,down,up
2024-02-26 13:20:00,22.841245340438693,9.39407472291521,24.688128454343097,down,up
2024-02-26 13:25:00,24.648842434249293,9.034545188904524,25.81262099727385,down,up
2024-02-26 13:30:00,25.293238493434444,12.066988446060813,24.317932098788837,down,up
2024-02-26 13:35:00,24.899714079619816,15.040376296059533,22.459266985827707,down,up
2024-02-26 13:40:00,24.534298552506232,14.180724842242412,21.17557958758808,down,up
2024-02-26 13:45:00,25.056385830766548,12.56017477768804,24.29670181064283,down,up
2024-02-26 13:50:00,25.541181160579697,11.771711232446279,22.771479113795323,down,up
2024-02-26 14:20:00,26.28262770247723,11.104724725476343,23.55499131235878,down,up
2024-02-26 14:25:00,26.97111377709637,10.600694062560082,22.48585739146857,down,up
2024-02-26 14:30:00,26.094436146556486,15.150334965029485,20.371150365905127,down,up
2024-02-26 14:35:00,24.663921390529843,16.523153344524147,18.65765366778998,down,up
2024-02-26 14:40:00,23.335586259933674,15.676278882074687,17.701377944202733,down,up
2024-02-26 14:55:00,22.584803251975718,20.654083762033405,15.958639600278673,up,down
