timestamp,t,e,tk,lp,pc,ft,ap,v,bp1,sp1,bq1,sq1,oi,h,l,_id
,tf,NFO,64012,425.40,26.70,1703045175,,,,,,,,,,
,tf,NFO,64012,425.40,26.70,1703045175,,,,,,,,,,
,tf,NFO,64012,424.35,26.39,1703045176,,645345,424.30,425.25,75,45,,,,
,tf,NFO,64012,424.35,26.39,1703045176,,645345,424.30,425.25,75,45,,,,
,tf,NFO,64012,425.85,26.84,1703045177,,,,,,,,,,
,tf,NFO,64012,425.85,26.84,1703045177,,,,,,,,,,
,tf,NFO,64012,425.20,26.64,1703045178,428.81,645945,424.65,425.75,,120,,,,
,tf,NFO,64012,425.20,26.64,1703045178,428.81,645945,424.65,425.75,,120,,,,
,tf,NFO,64012,425.75,26.81,1703045179,,,,,,,,,,
,tf,NFO,64012,425.75,26.81,1703045179,,,,,,,,,,
,tf,NFO,64012,425.65,26.78,1703045180,,646050,,425.55,,240,,,,
,tf,NFO,64012,425.65,26.78,1703045180,,646050,,425.55,,240,,,,
,tf,NFO,64012,425.40,26.70,1703045180,,,,,,,,,,
,tf,NFO,64012,425.40,26.70,1703045180,,,,,,,,,,
,tf,NFO,64012,425.10,26.61,1703045181,,646125,424.15,425.10,,165,,,,
,tf,NFO,64012,425.10,26.61,1703045181,,646125,424.15,425.10,,165,,,,
,tf,NFO,64012,424.10,26.31,1703045182,,,,,,,,,,
,tf,NFO,64012,424.10,26.31,1703045182,,,,,,,,,,
,tf,NFO,64012,424.05,26.30,1703045183,,,,,,,,,,
,tf,NFO,64012,424.05,26.30,1703045183,,,,,,,,,,
,tf,NFO,64012,424.90,26.55,1703045184,,,,,,,,,,
,tf,NFO,64012,424.90,26.55,1703045184,,,,,,,,,,
,tf,NFO,64012,427.30,27.27,1703045185,,646395,426.35,427.30,15,165,,,,
,tf,NFO,64012,427.30,27.27,1703045185,,646395,426.35,427.30,15,165,,,,
,tf,NFO,64012,424.80,26.52,1703045186,,646485,424.35,425.25,30,345,,,,
,tf,NFO,64012,424.80,26.52,1703045186,,646485,424.35,425.25,30,345,,,,
,tf,NFO,64012,424.50,26.43,1703045187,,,,,,,,,,
,tf,NFO,64012,424.50,26.43,1703045187,,,,,,,,,,
,tf,NFO,64012,425.05,26.60,1703045188,,,,,,,,,,
,tf,NFO,64012,425.05,26.60,1703045188,,,,,,,,,,
,tf,NFO,64012,425.85,26.84,1703045189,,,,,,,,,,
,tf,NFO,64012,425.85,26.84,1703045189,,,,,,,,,,
,tf,NFO,64012,426.55,27.04,1703045191,,646920,425.75,426.60,30,60,,,,
,tf,NFO,64012,426.55,27.04,1703045191,,646920,425.75,426.60,30,60,,,,
,tf,NFO,64012,426.70,27.09,1703045191,,,,,,,,,,
,tf,NFO,64012,426.70,27.09,1703045191,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045194,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045194,,,,,,,,,,
,tf,NFO,64012,427.15,27.22,1703045195,,,,,,,,,,
,tf,NFO,64012,427.15,27.22,1703045195,,,,,,,,,,
,tf,NFO,64012,426.30,26.97,1703045196,,647100,426.20,427.30,45,30,,,,
,tf,NFO,64012,426.30,26.97,1703045196,,647100,426.20,427.30,45,30,,,,
,tf,NFO,64012,426.15,26.92,1703045197,,,,,,,,,,
,tf,NFO,64012,426.15,26.92,1703045197,,,,,,,,,,
,tf,NFO,64012,426.90,27.15,1703045198,428.80,649065,425.95,426.90,225,,,,,
,tf,NFO,64012,426.90,27.15,1703045198,428.80,649065,425.95,426.90,225,,,,,
,tf,NFO,64012,425.75,26.81,1703045199,,,,,,,,,,
,tf,NFO,64012,425.75,26.81,1703045199,,,,,,,,,,
,tf,NFO,64012,426.20,26.94,1703045200,,,,,,,,,,
,tf,NFO,64012,426.20,26.94,1703045200,,,,,,,,,,
,tf,NFO,64012,426.05,26.90,1703045201,,649320,,426.05,225,60,,,,
,tf,NFO,64012,426.05,26.90,1703045201,,649320,,426.05,225,60,,,,
,tf,NFO,64012,426.30,26.97,1703045203,,649500,426.50,427.40,60,,,,,
,tf,NFO,64012,426.30,26.97,1703045203,,649500,426.50,427.40,60,,,,,
,tf,NFO,64012,427.30,27.27,1703045205,,,,,,,,,,
,tf,NFO,64012,427.30,27.27,1703045205,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045206,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045206,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045208,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045208,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045209,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045209,,,,,,,,,,
,tf,NFO,64012,426.00,26.88,1703045210,,,,,,,,,,
,tf,NFO,64012,426.00,26.88,1703045210,,,,,,,,,,
,tf,NFO,64012,426.90,27.15,1703045210,,,,,,,,,,
,tf,NFO,64012,426.90,27.15,1703045210,,,,,,,,,,
,tf,NFO,64012,426.30,26.97,1703045211,428.79,650010,426.70,427.00,15,525,,,,
,tf,NFO,64012,426.30,26.97,1703045211,428.79,650010,426.70,427.00,15,525,,,,
,tf,NFO,64012,427.00,27.18,1703045211,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045211,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045212,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045212,,,,,,,,,,
,tf,NFO,64012,427.15,27.22,1703045213,,,,,,,,,,
,tf,NFO,64012,427.15,27.22,1703045213,,,,,,,,,,
,tf,NFO,64012,427.95,27.46,1703045214,,,,,,,,,,
,tf,NFO,64012,427.95,27.46,1703045214,,,,,,,,,,
,tf,NFO,64012,428.00,27.48,1703045215,,,,,,,,,,
,tf,NFO,64012,428.00,27.48,1703045215,,,,,,,,,,
,tf,NFO,64012,429.55,27.94,1703045216,,651780,429.05,429.95,195,90,,,,
,tf,NFO,64012,429.55,27.94,1703045216,,651780,429.05,429.95,195,90,,,,
,tf,NFO,64012,428.85,27.73,1703045217,,,,,,,,,,
,tf,NFO,64012,428.85,27.73,1703045217,,,,,,,,,,
,tf,NFO,64012,429.45,27.91,1703045218,,,,,,,,,,
,tf,NFO,64012,429.45,27.91,1703045218,,,,,,,,,,
,tf,NFO,64012,431.70,28.58,1703045219,428.80,654000,430.45,431.35,15,15,,,,
,tf,NFO,64012,431.70,28.58,1703045219,428.80,654000,430.45,431.35,15,15,,,,
,tf,NFO,64012,429.50,27.92,1703045220,,,,,,,,,,
,tf,NFO,64012,429.50,27.92,1703045220,,,,,,,,,,
,tf,NFO,64012,428.75,27.70,1703045221,,654105,427.55,428.45,210,,,,,
,tf,NFO,64012,428.75,27.70,1703045221,,654105,427.55,428.45,210,,,,,
,tf,NFO,64012,428.45,27.61,1703045222,,,,,,,,,,
,tf,NFO,64012,428.45,27.61,1703045222,,,,,,,,,,
,tf,NFO,64012,430.00,28.07,1703045223,,,,,,,,,,
,tf,NFO,64012,430.00,28.07,1703045223,,,,,,,,,,
,tf,NFO,64012,428.35,27.58,1703045224,,,,,,,,,,
,tf,NFO,64012,428.35,27.58,1703045224,,,,,,,,,,
,tf,NFO,64012,427.85,27.43,1703045224,,654450,427.90,428.65,195,,,,,
,tf,NFO,64012,427.85,27.43,1703045224,,654450,427.90,428.65,195,,,,,
,tf,NFO,64012,429.00,27.77,1703045226,,654600,427.95,428.80,45,30,,,,
,tf,NFO,64012,429.00,27.77,1703045226,,654600,427.95,428.80,45,30,,,,
,tf,NFO,64012,428.40,27.59,1703045228,,654615,427.40,428.35,30,75,,,,
,tf,NFO,64012,428.40,27.59,1703045228,,654615,427.40,428.35,30,75,,,,
,tf,NFO,64012,427.35,27.28,1703045228,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045228,,,,,,,,,,
,tf,NFO,64012,426.00,26.88,1703045229,,,,,,,,,,
,tf,NFO,64012,426.00,26.88,1703045229,,,,,,,,,,
,tf,NFO,64012,426.20,26.94,1703045229,428.79,655440,425.15,426.10,45,15,,,,
,tf,NFO,64012,426.20,26.94,1703045229,428.79,655440,425.15,426.10,45,15,,,,
,tf,NFO,64012,425.25,26.66,1703045230,,,,,,,,,,
,tf,NFO,64012,425.25,26.66,1703045230,,,,,,,,,,
,tf,NFO,64012,424.35,26.39,1703045231,,655830,424.05,424.95,,90,,,,
,tf,NFO,64012,424.35,26.39,1703045231,,655830,424.05,424.95,,90,,,,
,tf,NFO,64012,424.55,26.45,1703045232,,,,,,,,,,
,tf,NFO,64012,424.55,26.45,1703045232,,,,,,,,,,
,tf,NFO,64012,425.85,26.84,1703045233,,656085,424.90,425.85,,210,,,,
,tf,NFO,64012,425.85,26.84,1703045233,,656085,424.90,425.85,,210,,,,
,tf,NFO,64012,426.15,26.92,1703045233,,,,,,,,,,
,tf,NFO,64012,426.15,26.92,1703045233,,,,,,,,,,
,tf,NFO,64012,425.90,26.85,1703045234,,,,,,,,,,
,tf,NFO,64012,425.90,26.85,1703045234,,,,,,,,,,
,tf,NFO,64012,424.00,26.28,1703045235,,,,,,,,,,
,tf,NFO,64012,424.00,26.28,1703045235,,,,,,,,,,
,tf,NFO,64012,425.05,26.60,1703045236,,656850,423.80,425.10,570,180,,,,
,tf,NFO,64012,425.05,26.60,1703045236,,656850,423.80,425.10,570,180,,,,
,tf,NFO,64012,424.95,26.57,1703045236,,,,,,,,,,
,tf,NFO,64012,424.95,26.57,1703045236,,,,,,,,,,
,tf,NFO,64012,425.05,26.60,1703045237,,,,,,,,,,
,tf,NFO,64012,425.05,26.60,1703045237,,,,,,,,,,
,tf,NFO,64012,425.20,26.64,1703045238,428.78,657195,424.15,425.05,45,135,,,,
,tf,NFO,64012,425.20,26.64,1703045238,428.78,657195,424.15,425.05,45,135,,,,
,tf,NFO,64012,424.00,26.28,1703045238,,,,,,,,,,
,tf,NFO,64012,424.00,26.28,1703045238,,,,,,,,,,
,tf,NFO,64012,424.10,26.31,1703045239,,,,,,,,,,
,tf,NFO,64012,424.10,26.31,1703045239,,,,,,,,,,
,tf,NFO,64012,423.50,26.14,1703045239,,657510,422.65,423.55,,45,,,,
,tf,NFO,64012,423.50,26.14,1703045239,,657510,422.65,423.55,,45,,,,
,tf,NFO,64012,424.00,26.28,1703045240,,,,,,,,,,
,tf,NFO,64012,424.00,26.28,1703045240,,,,,,,,,,
,tf,NFO,64012,423.95,26.27,1703045242,,,,,,,,,,
,tf,NFO,64012,423.95,26.27,1703045242,,,,,,,,,,
,tf,NFO,64012,424.40,26.40,1703045243,,657585,424.00,425.10,90,285,,,,
,tf,NFO,64012,424.40,26.40,1703045243,,657585,424.00,425.10,90,285,,,,
,tf,NFO,64012,424.90,26.55,1703045244,,,,,,,,,,
,tf,NFO,64012,424.90,26.55,1703045244,,,,,,,,,,
,tf,NFO,64012,425.00,26.58,1703045244,,657630,424.50,425.20,105,60,,,,
,tf,NFO,64012,425.00,26.58,1703045244,,657630,424.50,425.20,105,60,,,,
,tf,NFO,64012,424.80,26.52,1703045245,,,,,,,,,,
,tf,NFO,64012,424.80,26.52,1703045245,,,,,,,,,,
,tf,NFO,64012,424.95,26.57,1703045246,,658380,424.70,425.35,90,135,,,,
,tf,NFO,64012,424.95,26.57,1703045246,,658380,424.70,425.35,90,135,,,,
,tf,NFO,64012,425.35,26.69,1703045246,,,,,,,,,,
,tf,NFO,64012,425.35,26.69,1703045246,,,,,,,,,,
,tf,NFO,64012,426.05,26.90,1703045247,,,,,,,,,,
,tf,NFO,64012,426.05,26.90,1703045247,,,,,,,,,,
,tf,NFO,64012,425.35,26.69,1703045248,,,,,,,,,,
,tf,NFO,64012,425.35,26.69,1703045248,,,,,,,,,,
,tf,NFO,64012,426.90,27.15,1703045249,,659865,426.95,427.15,300,120,,,,
,tf,NFO,64012,426.90,27.15,1703045249,,659865,426.95,427.15,300,120,,,,
,tf,NFO,64012,427.15,27.22,1703045250,,,,,,,,,,
,tf,NFO,64012,427.15,27.22,1703045250,,,,,,,,,,
,tf,NFO,64012,427.45,27.31,1703045250,,,,,,,,,,
,tf,NFO,64012,427.45,27.31,1703045250,,,,,,,,,,
,tf,NFO,64012,426.45,27.01,1703045251,,660750,426.00,426.65,195,105,,,,
,tf,NFO,64012,426.45,27.01,1703045251,,660750,426.00,426.65,195,105,,,,
,tf,NFO,64012,427.00,27.18,1703045252,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045252,,,,,,,,,,
,tf,NFO,64012,426.15,26.92,1703045254,,,,,,,,,,
,tf,NFO,64012,426.15,26.92,1703045254,,,,,,,,,,
,tf,NFO,64012,425.95,26.87,1703045254,,,,,,,,,,
,tf,NFO,64012,425.95,26.87,1703045254,,,,,,,,,,
,tf,NFO,64012,426.70,27.09,1703045255,,,,,,,,,,
,tf,NFO,64012,426.70,27.09,1703045255,,,,,,,,,,
,tf,NFO,64012,427.00,27.18,1703045256,,662175,426.80,427.35,30,15,,,,
,tf,NFO,64012,427.00,27.18,1703045256,,662175,426.80,427.35,30,15,,,,
,tf,NFO,64012,426.90,27.15,1703045256,,,,,,,,,,
,tf,NFO,64012,426.90,27.15,1703045256,,,,,,,,,,
,tf,NFO,64012,427.30,27.27,1703045257,,,,,,,,,,
,tf,NFO,64012,427.30,27.27,1703045257,,,,,,,,,,
,tf,NFO,64012,427.25,27.25,1703045258,,662295,426.85,427.85,285,60,,,,
,tf,NFO,64012,427.25,27.25,1703045258,,662295,426.85,427.85,285,60,,,,
,tf,NFO,64012,426.50,27.03,1703045258,,,,,,,,,,
,tf,NFO,64012,426.50,27.03,1703045258,,,,,,,,,,
,tf,NFO,64012,427.10,27.21,1703045259,,662805,426.35,427.00,225,15,,,,
,tf,NFO,64012,427.10,27.21,1703045259,,662805,426.35,427.00,225,15,,,,
,tf,NFO,64012,427.45,27.31,1703045260,,,,,,,,,,
,tf,NFO,64012,427.45,27.31,1703045260,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045261,,663180,426.65,427.50,45,45,,,,
,tf,NFO,64012,427.35,27.28,1703045261,,663180,426.65,427.50,45,45,,,,
,tf,NFO,64012,427.45,27.31,1703045262,,,,,,,,,,
,tf,NFO,64012,427.45,27.31,1703045262,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045263,,,,,,,,,,
,tf,NFO,64012,427.35,27.28,1703045263,,,,,,,,,,
,tf,NFO,64012,428.00,27.48,1703045264,,663435,427.20,428.15,240,60,,,,
,tf,NFO,64012,428.00,27.48,1703045264,,663435,427.20,428.15,240,60,,,,
,tf,NFO,64012,428.10,27.51,1703045265,,,,,,,,,,
,tf,NFO,64012,428.10,27.51,1703045265,,,,,,,,,,
,tf,NFO,64012,427.95,27.46,1703045266,,,,,,,,,,
,tf,NFO,64012,427.95,27.46,1703045266,,,,,,,,,,
,tf,NFO,64012,429.15,27.82,1703045269,,,,,,,,,,
,tf,NFO,64012,429.15,27.82,1703045269,,,,,,,,,,
,tf,NFO,64012,430.00,28.07,1703045269,,664035,429.30,430.00,75,1140,,,,
,tf,NFO,64012,430.00,28.07,1703045269,,664035,429.30,430.00,75,1140,,,,
,tf,NFO,64012,430.10,28.10,1703045270,,,,,,,,,,
,tf,NFO,64012,430.10,28.10,1703045270,,,,,,,,,,
,tf,NFO,64012,430.15,28.12,1703045273,,,,,,,,,,
,tf,NFO,64012,430.15,28.12,1703045273,,,,,,,,,,
,tf,NFO,64012,430.05,28.09,1703045274,,665235,429.60,,60,30,,,,
,tf,NFO,64012,430.05,28.09,1703045274,,665235,429.60,,60,30,,,,
,tf,NFO,64012,429.90,28.04,1703045275,,,,,,,,,,
,tf,NFO,64012,429.90,28.04,1703045275,,,,,,,,,,
,tf,NFO,64012,429.85,28.03,1703045276,,665340,429.80,430.75,195,60,,,,
,tf,NFO,64012,429.85,28.03,1703045276,,665340,429.80,430.75,195,60,,,,
,tf,NFO,64012,430.85,28.32,1703045276,,,,,,,,,,
,tf,NFO,64012,430.85,28.32,1703045276,,,,,,,,,,
,tf,NFO,64012,430.55,28.24,1703045278,,,,,,,,,,
,tf,NFO,64012,430.55,28.24,1703045278,,,,,,,,,,
,tf,NFO,64012,431.45,28.50,1703045278,,,,,,,,,,
,tf,NFO,64012,431.45,28.50,1703045278,,,,,,,,,,
,tf,NFO,64012,431.50,28.52,1703045279,,,,,,,,,,
,tf,NFO,64012,431.50,28.52,1703045279,,,,,,,,,,
,tf,NFO,64012,431.70,28.58,1703045280,,,,,,,,,,
,tf,NFO,64012,431.70,28.58,1703045280,,,,,,,,,,
,tf,NFO,64012,432.10,28.70,1703045281,,665850,431.15,432.10,45,45,,,,
,tf,NFO,64012,432.10,28.70,1703045281,,665850,431.15,432.10,45,45,,,,
,tf,NFO,64012,432.30,28.76,1703045281,,,,,,,,,,
,tf,NFO,64012,432.30,28.76,1703045281,,,,,,,,,,
,tf,NFO,64012,431.55,28.53,1703045283,428.77,666375,431.55,432.65,210,390,,,,
,tf,NFO,64012,431.55,28.53,1703045283,428.77,666375,431.55,432.65,210,390,,,,
,tf,NFO,64012,432.10,28.70,1703045283,,,,,,,,,,
,tf,NFO,64012,432.10,28.70,1703045283,,,,,,,,,,
,tf,NFO,64012,432.65,28.86,1703045284,,,,,,,,,,
,tf,NFO,64012,432.65,28.86,1703045284,,,,,,,,,,
,tf,NFO,64012,432.10,28.70,1703045285,,,,,,,,,,
,tf,NFO,64012,432.10,28.70,1703045285,,,,,,,,,,
,tf,NFO,64012,431.45,28.50,1703045286,,667890,430.50,431.20,45,135,,,,
,tf,NFO,64012,431.45,28.50,1703045286,,667890,430.50,431.20,45,135,,,,
,tf,NFO,64012,430.55,28.24,1703045286,,,,,,,,,,
,tf,NFO,64012,430.55,28.24,1703045286,,,,,,,,,,
,tf,NFO,64012,431.55,28.53,1703045287,,,,,,,,,,
,tf,NFO,64012,431.55,28.53,1703045287,,,,,,,,,,
,tf,NFO,64012,431.80,28.61,1703045288,,,,,,,,,,
,tf,NFO,64012,431.80,28.61,1703045288,,,,,,,,,,
,tf,NFO,64012,432.20,28.73,1703045289,428.78,668445,431.05,432.10,255,195,,,,
,tf,NFO,64012,432.20,28.73,1703045289,428.78,668445,431.05,432.10,255,195,,,,
,tf,NFO,64012,430.65,28.27,1703045289,,,,,,,,,,
,tf,NFO,64012,430.65,28.27,1703045289,,,,,,,,,,
,tf,NFO,64012,432.55,28.83,1703045290,,,,,,,,,,
,tf,NFO,64012,432.55,28.83,1703045290,,,,,,,,,,
,tf,NFO,64012,431.10,28.40,1703045291,,668745,431.10,,45,210,,,,
,tf,NFO,64012,431.10,28.40,1703045291,,668745,431.10,,45,210,,,,
,tf,NFO,64012,430.95,28.35,1703045292,,,,,,,,,,
,tf,NFO,64012,430.95,28.35,1703045292,,,,,,,,,,
,tf,NFO,64012,430.05,28.09,1703045293,,669480,430.20,431.10,75,75,,,,
,tf,NFO,64012,430.05,28.09,1703045293,,669480,430.20,431.10,75,75,,,,
,tf,NFO,64012,430.65,28.27,1703045293,,,,,,,,,,
,tf,NFO,64012,430.65,28.27,1703045293,,,,,,,,,,
,tf,NFO,64012,431.35,28.47,1703045294,,,,,,,,,,
,tf,NFO,64012,431.35,28.47,1703045294,,,,,,,,,,
,tf,NFO,64012,430.55,28.24,1703045295,,,,,,,,,,
,tf,NFO,64012,430.55,28.24,1703045295,,,,,,,,,,
,tf,NFO,64012,431.65,28.56,1703045296,,,,,,,,,,
,tf,NFO,64012,431.65,28.56,1703045296,,,,,,,,,,
,tf,NFO,64012,431.20,28.43,1703045297,,,,,,,,,,
,tf,NFO,64012,431.20,28.43,1703045297,,,,,,,,,,
,tf,NFO,64012,431.10,28.40,1703045298,,669705,430.55,431.40,75,225,,,,
,tf,NFO,64012,431.10,28.40,1703045298,,669705,430.55,431.40,75,225,,,,
,tf,NFO,64012,430.00,28.07,1703045298,,,,,,,,,,
,tf,NFO,64012,430.00,28.07,1703045298,,,,,,,,,,
,tf,NFO,64012,430.70,28.28,1703045299,,,,,,,,,,
,tf,NFO,64012,430.70,28.28,1703045299,,,,,,,,,,
,tf,NFO,64012,430.00,28.07,1703045300,,,,,,,,,,
,tf,NFO,64012,430.00,28.07,1703045300,,,,,,,,,,
,tf,NFO,64012,428.85,27.73,1703045302,,,,,,,,,,
,tf,NFO,64012,428.85,27.73,1703045302,,,,,,,,,,
,tf,NFO,64012,428.95,27.76,1703045303,,,,,,,,,,
,tf,NFO,64012,428.95,27.76,1703045303,,,,,,,,,,
,tf,NFO,64012,428.00,27.48,1703045303,,,,,,,,,,
,tf,NFO,64012,428.00,27.48,1703045303,,,,,,,,,,
,tf,NFO,64012,429.00,27.77,1703045304,,671640,428.55,429.45,,30,,,,
,tf,NFO,64012,429.00,27.77,1703045304,,671640,428.55,429.45,,30,,,,
,tf,NFO,64012,429.75,28.00,1703045304,,,,,,,,,,
,tf,NFO,64012,429.75,28.00,1703045304,,,,,,,,,,
,tf,NFO,64012,429.90,28.04,1703045305,,,,,,,,,,
,tf,NFO,64012,429.90,28.04,1703045305,,,,,,,,,,
,tf,NFO,64012,431.00,28.37,1703045307,,,,,,,,,,
,tf,NFO,64012,431.00,28.37,1703045307,,,,,,,,,,
,tf,NFO,64012,430.80,28.31,1703045308,,671910,,,135,30,,,,
,tf,NFO,64012,430.80,28.31,1703045308,,671910,,,135,30,,,,
,tf,NFO,64012,430.95,28.35,1703045308,,,,,,,,,,
,tf,NFO,64012,430.95,28.35,1703045308,,,,,,,,,,
,tf,NFO,64012,429.80,28.01,1703045309,,,,,,,,,,
,tf,NFO,64012,429.80,28.01,1703045309,,,,,,,,,,
,tf,NFO,64012,430.70,28.28,1703045310,,,,,,,,,,
,tf,NFO,64012,430.70,28.28,1703045310,,,,,,,,,,
,tf,NFO,64012,431.05,28.38,1703045311,428.79,673245,431.25,432.00,225,90,,,,
,tf,NFO,64012,431.05,28.38,1703045311,428.79,673245,431.25,432.00,225,90,,,,
,tf,NFO,64012,433.20,29.02,1703045312,,,,,,,,,,
,tf,NFO,64012,433.20,29.02,1703045312,,,,,,,,,,
,tf,NFO,64012,432.35,28.77,1703045313,,,,,,,,,,
,tf,NFO,64012,432.35,28.77,1703045313,,,,,,,,,,
,tf,NFO,64012,435.80,29.80,1703045317,,,,,,,339435,,,
,tf,NFO,64012,435.80,29.80,1703045317,,,,,,,339435,,,
,tf,NFO,64012,433.75,29.19,1703045318,428.81,676365,433.80,434.80,210,105,,,,
,tf,NFO,64012,433.75,29.19,1703045318,428.81,676365,433.80,434.80,210,105,,,,
,tf,NFO,64012,434.80,29.50,1703045318,,,,,,,,,,
,tf,NFO,64012,434.80,29.50,1703045318,,,,,,,,,,
,tf,NFO,64012,435.85,29.81,1703045319,,,,,,,,,,
,tf,NFO,64012,435.85,29.81,1703045319,,,,,,,,,,
,tf,NFO,64012,432.90,28.94,1703045320,,,,,,,,,,
,tf,NFO,64012,432.90,28.94,1703045320,,,,,,,,,,
,tf,NFO,64012,433.80,29.20,1703045321,428.82,677220,432.45,433.35,255,135,,,,
,tf,NFO,64012,433.80,29.20,1703045321,428.82,677220,432.45,433.35,255,135,,,,
,tf,NFO,64012,431.90,28.64,1703045321,,,,,,,,,,
,tf,NFO,64012,431.90,28.64,1703045321,,,,,,,,,,
,tf,NFO,64012,431.95,28.65,1703045322,,,,,,,,,,
,tf,NFO,64012,431.95,28.65,1703045322,,,,,,,,,,
,tf,NFO,64012,432.80,28.91,1703045324,,,,,,,,,,
,tf,NFO,64012,432.80,28.91,1703045324,,,,,,,,,,
,tf,NFO,64012,433.55,29.13,1703045325,,,,,,,,,,
,tf,NFO,64012,433.55,29.13,1703045325,,,,,,,,,,
,tf,NFO,64012,433.00,28.97,1703045326,,678030,431.70,432.70,75,45,,,,
,tf,NFO,64012,433.00,28.97,1703045326,,678030,431.70,432.70,75,45,,,,
,tf,NFO,64012,432.40,28.79,1703045326,,,,,,,,,,
,tf,NFO,64012,432.40,28.79,1703045326,,,,,,,,,,
,tf,NFO,64012,433.10,28.99,1703045327,,,,,,,,,,
,tf,NFO,64012,433.10,28.99,1703045327,,,,,,,,,,
,tf,NFO,64012,433.35,29.07,1703045328,,,,,,,,,,
,tf,NFO,64012,433.35,29.07,1703045328,,,,,,,,,,
,tf,NFO,64012,432.75,28.89,1703045329,,,,,,,,,,
,tf,NFO,64012,432.75,28.89,1703045329,,,,,,,,,,
,tf,NFO,64012,433.10,28.99,1703045330,,,,,,,,,,
,tf,NFO,64012,433.10,28.99,1703045330,,,,,,,,,,
,tf,NFO,64012,432.40,28.79,1703045331,,,,,,,,,,
,tf,NFO,64012,432.40,28.79,1703045331,,,,,,,,,,
,tf,NFO,64012,433.00,28.97,1703045332,,,,,,,,,,
,tf,NFO,64012,433.00,28.97,1703045332,,,,,,,,,,
,tf,NFO,64012,433.10,28.99,1703045333,,678465,433.10,433.95,,120,,,,
,tf,NFO,64012,433.10,28.99,1703045333,,678465,433.10,433.95,,120,,,,
,tf,NFO,64012,433.40,29.08,1703045333,,,,,,,,,,
,tf,NFO,64012,433.40,29.08,1703045333,,,,,,,,,,
,tf,NFO,64012,434.75,29.49,1703045334,,,,,,,,,,
,tf,NFO,64012,434.75,29.49,1703045334,,,,,,,,,,
,tf,NFO,64012,434.80,29.50,1703045334,,678585,434.10,434.80,315,435,,,,
,tf,NFO,64012,434.80,29.50,1703045334,,678585,434.10,434.80,315,435,,,,
,tf,NFO,64012,435.00,29.56,1703045335,,,,,,,,,,
,tf,NFO,64012,435.00,29.56,1703045335,,,,,,,,,,
,tf,NFO,64012,436.45,29.99,1703045338,,,,,,,,,,
,tf,NFO,64012,436.45,29.99,1703045338,,,,,,,,,,
,tf,NFO,64012,435.90,29.83,1703045338,,,,,,,,,,
,tf,NFO,64012,435.90,29.83,1703045338,,,,,,,,,,
,tf,NFO,64012,436.75,30.08,1703045339,,,,,,,,,,
,tf,NFO,64012,436.75,30.08,1703045339,,,,,,,,,,
,tf,NFO,64012,435.10,29.59,1703045341,,,,,,,,,,
,tf,NFO,64012,435.10,29.59,1703045341,,,,,,,,,,
,tf,NFO,64012,435.30,29.65,1703045341,,681720,435.20,435.95,210,45,,,,
,tf,NFO,64012,435.30,29.65,1703045341,,681720,435.20,435.95,210,45,,,,
,tf,NFO,64012,435.20,29.62,1703045342,,,,,,,,,,
,tf,NFO,64012,435.20,29.62,1703045342,,,,,,,,,,
,tf,NFO,64012,436.20,29.92,1703045342,,,,,,,,,,
,tf,NFO,64012,436.20,29.92,1703045342,,,,,,,,,,
,tf,NFO,64012,434.85,29.52,1703045343,,,,,,,,,,
,tf,NFO,64012,434.85,29.52,1703045343,,,,,,,,,,
,tf,NFO,64012,434.65,29.46,1703045344,,,,,,,,,,
,tf,NFO,64012,434.65,29.46,1703045344,,,,,,,,,,
,tf,NFO,64012,434.85,29.52,1703045346,,,,,,,,,,
,tf,NFO,64012,434.85,29.52,1703045346,,,,,,,,,,
,tf,NFO,64012,433.85,29.22,1703045347,,,,,,,,,,
,tf,NFO,64012,433.85,29.22,1703045347,,,,,,,,,,
,tf,NFO,64012,434.90,29.53,1703045348,,,,,,,,,,
,tf,NFO,64012,434.90,29.53,1703045348,,,,,,,,,,
,tf,NFO,64012,435.00,29.56,1703045348,,,,,,,,,,
,tf,NFO,64012,435.00,29.56,1703045348,,,,,,,,,,
,tf,NFO,64012,434.15,29.31,1703045349,,,,,,,,,,
,tf,NFO,64012,434.15,29.31,1703045349,,,,,,,,,,
,tf,NFO,64012,434.35,29.37,1703045350,,,,,,,,,,
,tf,NFO,64012,434.35,29.37,1703045350,,,,,,,,,,
,tf,NFO,64012,435.00,29.56,1703045352,,,,,,,,,,
,tf,NFO,64012,435.00,29.56,1703045352,,,,,,,,,,
