timestamp,t,e,tk,lp,pc,ft,ap,v,bp1,sp1,bq1,sq1,oi,h,l,_id
,tf,NFO,64012,391.20,16.52,1703046510,,,,,,,,,,
,tf,NFO,64012,391.20,16.52,1703046510,,,,,,,,,,
,tf,NFO,64012,391.50,16.60,1703046511,,,,,,,,,,
,tf,NFO,64012,391.50,16.60,1703046511,,,,,,,,,,
,tf,NFO,64012,390.50,16.31,1703046512,,,,,,,,,,
,tf,NFO,64012,390.50,16.31,1703046512,,,,,,,,,,
,tf,NFO,64012,391.75,16.68,1703046513,424.02,1084245,391.30,391.90,90,,,,,
,tf,NFO,64012,391.75,16.68,1703046513,424.02,1084245,391.30,391.90,90,,,,,
,tf,NFO,64012,392.15,16.80,1703046514,424.01,1084530,391.10,391.85,105,15,,,,
,tf,NFO,64012,392.15,16.80,1703046514,424.01,1084530,391.10,391.85,105,15,,,,
,tf,NFO,64012,391.10,16.49,1703046514,,,,,,,,,,
,tf,NFO,64012,391.10,16.49,1703046514,,,,,,,,,,
,tf,NFO,64012,391.15,16.50,1703046515,,,,,,,,,,
,tf,NFO,64012,391.15,16.50,1703046515,,,,,,,,,,
,tf,NFO,64012,390.15,16.20,1703046516,423.99,1085070,390.15,391.00,30,75,,,,
,tf,NFO,64012,390.15,16.20,1703046516,423.99,1085070,390.15,391.00,30,75,,,,
,tf,NFO,64012,390.70,16.37,1703046516,,,,,,,,,,
,tf,NFO,64012,390.70,16.37,1703046516,,,,,,,,,,
,tf,NFO,64012,392.65,16.95,1703046517,,,,,,,,,,
,tf,NFO,64012,392.65,16.95,1703046517,,,,,,,,,,
,tf,NFO,64012,391.95,16.74,1703046518,423.98,1085355,391.95,392.80,15,60,,,,
,tf,NFO,64012,391.95,16.74,1703046518,423.98,1085355,391.95,392.80,15,60,,,,
,tf,NFO,64012,391.75,16.68,1703046518,,,,,,,,,,
,tf,NFO,64012,391.75,16.68,1703046518,,,,,,,,,,
,tf,NFO,64012,392.40,16.87,1703046520,,,,,,,,,,
,tf,NFO,64012,392.40,16.87,1703046520,,,,,,,,,,
,tf,NFO,64012,392.75,16.98,1703046521,,1085835,392.15,392.95,,,,,,
,tf,NFO,64012,392.75,16.98,1703046521,,1085835,392.15,392.95,,,,,,
,tf,NFO,64012,394.30,17.44,1703046522,,,,,,,,,,
,tf,NFO,64012,394.30,17.44,1703046522,,,,,,,,,,
,tf,NFO,64012,392.55,16.92,1703046523,,,,,,,,,,
,tf,NFO,64012,392.55,16.92,1703046523,,,,,,,,,,
,tf,NFO,64012,393.55,17.22,1703046524,,1086195,392.35,393.20,,60,,,,
,tf,NFO,64012,393.55,17.22,1703046524,,1086195,392.35,393.20,,60,,,,
,tf,NFO,64012,393.45,17.19,1703046524,,,,,,,,,,
,tf,NFO,64012,393.45,17.19,1703046524,,,,,,,,,,
,tf,NFO,64012,393.35,17.16,1703046525,,,,,,,,,,
,tf,NFO,64012,393.35,17.16,1703046525,,,,,,,,,,
,tf,NFO,64012,393.85,17.30,1703046526,,,,,,,,,,
,tf,NFO,64012,393.85,17.30,1703046526,,,,,,,,,,
,tf,NFO,64012,395.35,17.75,1703046527,,,,,,,,,,
,tf,NFO,64012,395.35,17.75,1703046527,,,,,,,,,,
,tf,NFO,64012,395.65,17.84,1703046528,,,,,,,,,,
,tf,NFO,64012,395.65,17.84,1703046528,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046529,423.93,1087275,395.95,396.85,60,240,,,,
,tf,NFO,64012,396.00,17.94,1703046529,423.93,1087275,395.95,396.85,60,240,,,,
,tf,NFO,64012,395.30,17.74,1703046530,,,,,,,,,,
,tf,NFO,64012,395.30,17.74,1703046530,,,,,,,,,,
,tf,NFO,64012,395.70,17.86,1703046531,423.92,1087620,395.65,396.55,30,60,,,,
,tf,NFO,64012,395.70,17.86,1703046531,423.92,1087620,395.65,396.55,30,60,,,,
,tf,NFO,64012,395.00,17.65,1703046531,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046531,,,,,,,,,,
,tf,NFO,64012,398.00,18.54,1703046534,,,,,,,,,,
,tf,NFO,64012,398.00,18.54,1703046534,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046536,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046536,,,,,,,,,,
,tf,NFO,64012,397.75,18.47,1703046538,,,,,,,,,,
,tf,NFO,64012,397.75,18.47,1703046538,,,,,,,,,,
,tf,NFO,64012,397.80,18.48,1703046538,,,,,,,,,,
,tf,NFO,64012,397.80,18.48,1703046538,,,,,,,,,,
,tf,NFO,64012,397.60,18.42,1703046539,423.88,1089165,397.20,397.95,195,,,,,
,tf,NFO,64012,397.60,18.42,1703046539,423.88,1089165,397.20,397.95,195,,,,,
,tf,NFO,64012,397.85,18.50,1703046540,,,,,,,,,,
,tf,NFO,64012,397.85,18.50,1703046540,,,,,,,,,,
,tf,NFO,64012,396.70,18.15,1703046541,,,,,,,,,,
,tf,NFO,64012,396.70,18.15,1703046541,,,,,,,,,,
,tf,NFO,64012,398.50,18.69,1703046542,,,,,,,,,,
,tf,NFO,64012,398.50,18.69,1703046542,,,,,,,,,,
,tf,NFO,64012,398.65,18.73,1703046542,423.87,1089795,397.80,398.65,75,60,,,,
,tf,NFO,64012,398.65,18.73,1703046542,423.87,1089795,397.80,398.65,75,60,,,,
,tf,NFO,64012,399.20,18.90,1703046543,,,,,,,,,,
,tf,NFO,64012,399.20,18.90,1703046543,,,,,,,,,,
,tf,NFO,64012,398.60,18.72,1703046545,,,,,,,,,,
,tf,NFO,64012,398.60,18.72,1703046545,,,,,,,,,,
,tf,NFO,64012,398.45,18.67,1703046546,,,,,,,,,,
,tf,NFO,64012,398.45,18.67,1703046546,,,,,,,,,,
,tf,NFO,64012,398.35,18.64,1703046547,,,,,,,,,,
,tf,NFO,64012,398.35,18.64,1703046547,,,,,,,,,,
,tf,NFO,64012,2023-12-20 09:48:49.373320,tf,NFO,64012,405.00,20.63,1703045932,427.39,946860,404.15,404.95,15,,,,,
2023-12-20 09:48:50.406070,tf,NFO,64012,404.75,20.55,1703045933,,,,,,,,,,
2023-12-20 09:48:50.407075,tf,NFO,64012,404.75,20.55,1703045933,,,,,,,,,,
2023-12-20 09:48:50.975709,tf,NFO,64012,403.95,20.31,1703045933,,947025,404.3,tf,NFO,64012,398.15,18.59,1703046550,,,,,,,,,,
,tf,NFO,64012,398.15,18.59,1703046550,,,,,,,,,,
,tf,NFO,64012,397.45,18.38,1703046551,,,,,,,,,,
,tf,NFO,64012,397.45,18.38,1703046551,,,,,,,,,,
,tf,NFO,64012,396.65,18.14,1703046552,,,,,,,,,,
,tf,NFO,64012,396.65,18.14,1703046552,,,,,,,,,,
,tf,NFO,64012,397.45,18.38,1703046553,,,,,,,,,,
,tf,NFO,64012,397.45,18.38,1703046553,,,,,,,,,,
,tf,NFO,64012,397.15,18.29,1703046554,423.82,1091640,396.35,397.25,,30,,,,
,tf,NFO,64012,397.15,18.29,1703046554,423.82,1091640,396.35,397.25,,30,,,,
,tf,NFO,64012,396.00,17.94,1703046555,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046555,,,,,,,,,,
,tf,NFO,64012,395.70,17.86,1703046556,,,,,,,,,,
,tf,NFO,64012,395.70,17.86,1703046556,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046557,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046557,,,,,,,,,,
,tf,NFO,64012,397.05,18.26,1703046558,,,,,,,,,,
,tf,NFO,64012,397.05,18.26,1703046558,,,,,,,,,,
,tf,NFO,64012,397.30,18.33,1703046560,,,,,,,,,,
,tf,NFO,64012,397.30,18.33,1703046560,,,,,,,,,,
,tf,NFO,64012,396.00,17.94,1703046561,423.80,1092735,396.15,397.15,,210,,,,
,tf,NFO,64012,396.00,17.94,1703046561,423.80,1092735,396.15,397.15,,210,,,,
,tf,NFO,64012,395.65,17.84,1703046562,,,,,,,,,,
,tf,NFO,64012,395.65,17.84,1703046562,,,,,,,,,,
,tf,NFO,64012,394.55,17.51,1703046563,,,,,,,,,,
,tf,NFO,64012,394.55,17.51,1703046563,,,,,,,,,,
,tf,NFO,64012,395.90,17.92,1703046565,,,,,,,,,,
,tf,NFO,64012,395.90,17.92,1703046565,,,,,,,,,,
,tf,NFO,64012,396.40,18.06,1703046565,,,,,,,,,,
,tf,NFO,64012,396.40,18.06,1703046565,,,,,,,,,,
,tf,NFO,64012,396.50,18.09,1703046566,,,,,,,,,,
,tf,NFO,64012,396.50,18.09,1703046566,,,,,,,,,,
,tf,NFO,64012,397.30,18.33,1703046568,,,,,,,,,,
,tf,NFO,64012,397.30,18.33,1703046568,,,,,,,,,,
,tf,NFO,64012,396.75,18.17,1703046569,423.77,1093935,396.65,397.60,210,210,,,,
,tf,NFO,64012,396.75,18.17,1703046569,423.77,1093935,396.65,397.60,210,210,,,,
,tf,NFO,64012,396.70,18.15,1703046570,,,,,,,,,,
,tf,NFO,64012,396.70,18.15,1703046570,,,,,,,,,,
,tf,NFO,64012,398.20,18.60,1703046571,,,,,,,,,,
,tf,NFO,64012,398.20,18.60,1703046571,,,,,,,,,,
,tf,NFO,64012,398.85,18.79,1703046573,,,,,,,,,,
,tf,NFO,64012,398.85,18.79,1703046573,,,,,,,,,,
,tf,NFO,64012,398.10,18.57,1703046574,,1094580,397.25,398.10,15,105,,,,
,tf,NFO,64012,398.10,18.57,1703046574,,1094580,397.25,398.10,15,105,,,,
,tf,NFO,64012,397.05,18.26,1703046575,,,,,,,,,,
,tf,NFO,64012,397.05,18.26,1703046575,,,,,,,,,,
,tf,NFO,64012,397.20,18.30,1703046576,,,,,,,,,,
,tf,NFO,64012,397.20,18.30,1703046576,,,,,,,,,,
,tf,NFO,64012,398.30,18.63,1703046577,,,,,,,,,,
,tf,NFO,64012,398.30,18.63,1703046577,,,,,,,,,,
,tf,NFO,64012,398.20,18.60,1703046579,,,,,,,367830,,,
,tf,NFO,64012,398.20,18.60,1703046579,,,,,,,367830,,,
,tf,NFO,64012,398.30,18.63,1703046579,423.73,1095345,398.15,398.80,45,90,,,,
,tf,NFO,64012,398.30,18.63,1703046579,423.73,1095345,398.15,398.80,45,90,,,,
,tf,NFO,64012,397.70,18.45,1703046580,,,,,,,,,,
,tf,NFO,64012,397.70,18.45,1703046580,,,,,,,,,,
,tf,NFO,64012,397.25,18.32,1703046581,,,,,,,,,,
,tf,NFO,64012,397.25,18.32,1703046581,,,,,,,,,,
,tf,NFO,64012,396.65,18.14,1703046582,,,,,,,,,,
,tf,NFO,64012,396.65,18.14,1703046582,,,,,,,,,,
,tf,NFO,64012,396.20,18.00,1703046583,,,,,,,,,,
,tf,NFO,64012,396.20,18.00,1703046583,,,,,,,,,,
,tf,NFO,64012,397.25,18.32,1703046584,423.72,1095735,397.00,397.60,180,30,,,,
,tf,NFO,64012,397.25,18.32,1703046584,423.72,1095735,397.00,397.60,180,30,,,,
,tf,NFO,64012,397.30,18.33,1703046585,,,,,,,,,,
,tf,NFO,64012,397.30,18.33,1703046585,,,,,,,,,,
,tf,NFO,64012,398.20,18.60,1703046587,,,,,,,,,,
,tf,NFO,64012,398.20,18.60,1703046587,,,,,,,,,,
,tf,NFO,64012,397.50,18.39,1703046589,,,,,,,,,,
,tf,NFO,64012,397.50,18.39,1703046589,,,,,,,,,,
,tf,NFO,64012,397.90,18.51,1703046589,,1096050,396.75,397.50,15,,,,,
,tf,NFO,64012,397.90,18.51,1703046589,,1096050,396.75,397.50,15,,,,,
,tf,NFO,64012,398.45,18.67,1703046591,423.71,1096125,397.60,398.60,225,75,,,,
,tf,NFO,64012,398.45,18.67,1703046591,423.71,1096125,397.60,398.60,225,75,,,,
,tf,NFO,64012,398.25,18.62,1703046592,,,,,,,,,,
,tf,NFO,64012,398.25,18.62,1703046592,,,,,,,,,,
,tf,NFO,64012,398.30,18.63,1703046592,,,,,,,,,,
,tf,NFO,64012,398.30,18.63,1703046592,,,,,,,,,,
,tf,NFO,64012,397.55,18.41,1703046593,,,,,,,,,,
,tf,NFO,64012,397.55,18.41,1703046593,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046596,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046596,,,,,,,,,,
,tf,NFO,64012,395.15,17.69,1703046597,,,,,,,,,,
,tf,NFO,64012,395.15,17.69,1703046597,,,,,,,,,,
,tf,NFO,64012,395.60,17.83,1703046597,,,,,,,,,,
,tf,NFO,64012,395.60,17.83,1703046597,,,,,,,,,,
,tf,NFO,64012,396.35,18.05,1703046598,,,,,,,,,,
,tf,NFO,64012,396.35,18.05,1703046598,,,,,,,,,,
,tf,NFO,64012,395.45,17.78,1703046599,423.69,1097265,396.35,397.15,15,45,,,,
,tf,NFO,64012,395.45,17.78,1703046599,423.69,1097265,396.35,397.15,15,45,,,,
,tf,NFO,64012,397.55,18.41,1703046600,,,,,,,,,,
,tf,NFO,64012,397.55,18.41,1703046600,,,,,,,,,,
,tf,NFO,64012,397.75,18.47,1703046601,423.67,1097715,398.20,398.95,30,15,,,,
,tf,NFO,64012,397.75,18.47,1703046601,423.67,1097715,398.20,398.95,30,15,,,,
,tf,NFO,64012,400.00,19.14,1703046601,,,,,,,,,,
,tf,NFO,64012,400.00,19.14,1703046601,,,,,,,,,,
,tf,NFO,64012,399.15,18.88,1703046602,,,,,,,,,,
,tf,NFO,64012,399.15,18.88,1703046602,,,,,,,,,,
,tf,NFO,64012,399.65,19.03,1703046603,,,,,,,,,,
,tf,NFO,64012,399.65,19.03,1703046603,,,,,,,,,,
,tf,NFO,64012,401.00,19.43,1703046604,423.60,1101045,399.80,400.80,15,30,,,,
,tf,NFO,64012,401.00,19.43,1703046604,423.60,1101045,399.80,400.80,15,30,,,,
,tf,NFO,64012,400.80,19.37,1703046604,,,,,,,,,,
,tf,NFO,64012,400.80,19.37,1703046604,,,,,,,,,,
,tf,NFO,64012,401.55,19.60,1703046605,,,,,,,,,,
,tf,NFO,64012,401.55,19.60,1703046605,,,,,,,,,,
,tf,NFO,64012,402.60,19.91,1703046606,,,,,,,,,,
,tf,NFO,64012,402.60,19.91,1703046606,,,,,,,,,,
,tf,NFO,64012,403.80,20.27,1703046607,,,,,,,,,,
,tf,NFO,64012,403.80,20.27,1703046607,,,,,,,,,,
,tf,NFO,64012,403.75,20.25,1703046609,,,,,,,,,,
,tf,NFO,64012,403.75,20.25,1703046609,,,,,,,,,,
,tf,NFO,64012,403.80,20.27,1703046609,423.56,1103325,403.10,403.70,15,30,,,,
,tf,NFO,64012,403.80,20.27,1703046609,423.56,1103325,403.10,403.70,15,30,,,,
,tf,NFO,64012,402.90,20.00,1703046610,,,,,,,,,,
,tf,NFO,64012,402.90,20.00,1703046610,,,,,,,,,,
,tf,NFO,64012,403.40,20.15,1703046611,,1103445,401.30,402.25,45,,,,,
,tf,NFO,64012,403.40,20.15,1703046611,,1103445,401.30,402.25,45,,,,,
,tf,NFO,64012,403.25,20.10,1703046611,,,,,,,,,,
,tf,NFO,64012,403.25,20.10,1703046611,,,,,,,,,,
,tf,NFO,64012,402.95,20.01,1703046612,423.55,1103490,402.70,403.70,,195,,,,
,tf,NFO,64012,402.95,20.01,1703046612,423.55,1103490,402.70,403.70,,195,,,,
,tf,NFO,64012,404.25,20.40,1703046613,,,,,,,,,,
,tf,NFO,64012,404.25,20.40,1703046613,,,,,,,,,,
,tf,NFO,64012,401.60,19.61,1703046614,,1103670,401.00,401.90,,15,,,,
,tf,NFO,64012,401.60,19.61,1703046614,,1103670,401.00,401.90,,15,,,,
,tf,NFO,64012,401.00,19.43,1703046614,,,,,,,,,,
,tf,NFO,64012,401.00,19.43,1703046614,,,,,,,,,,
,tf,NFO,64012,401.25,19.51,1703046615,,,,,,,,,,
,tf,NFO,64012,401.25,19.51,1703046615,,,,,,,,,,
,tf,NFO,64012,400.00,19.14,1703046616,423.54,1104450,400.05,400.80,,480,,,,
,tf,NFO,64012,400.00,19.14,1703046616,423.54,1104450,400.05,400.80,,480,,,,
,tf,NFO,64012,400.75,19.36,1703046616,,,,,,,,,,
,tf,NFO,64012,400.75,19.36,1703046616,,,,,,,,,,
,tf,NFO,64012,400.30,19.23,1703046617,,,,,,,,,,
,tf,NFO,64012,400.30,19.23,1703046617,,,,,,,,,,
,tf,NFO,64012,401.00,19.43,1703046617,423.53,1104945,400.10,401.05,,180,,,,
,tf,NFO,64012,401.00,19.43,1703046617,423.53,1104945,400.10,401.05,,180,,,,
,tf,NFO,64012,401.65,19.63,1703046618,,,,,,,,,,
,tf,NFO,64012,401.65,19.63,1703046618,,,,,,,,,,
,tf,NFO,64012,401.50,19.58,1703046619,423.52023-12-20 09:49:31.640334,tf,NFO,64012,411.45,22.55,1703045974,,,,,,,,,,
2023-12-20 09:49:31.641332,tf,NFO,64012,411.45,22.55,1703045974,,,,,,,,,,
2023-12-20 09:49:32.435229,tf,NFO,64012,412.50,22.86,1703045975,,,,,,,,,,
2023-12-20 09:49:32.435229,tf,NFO,64012,412.50,22.86,1703045975,,,,,,,,,,
2023-12,tf,NFO,64012,398.30,18.63,1703046622,,,,,,,,,,
,tf,NFO,64012,398.30,18.63,1703046622,,,,,,,,,,
,tf,NFO,64012,396.55,18.11,1703046624,,1107180,396.50,397.30,300,,,,,
,tf,NFO,64012,396.55,18.11,1703046624,,1107180,396.50,397.30,300,,,,,
,tf,NFO,64012,396.85,18.20,1703046625,,,,,,,,,,
,tf,NFO,64012,396.85,18.20,1703046625,,,,,,,,,,
,tf,NFO,64012,396.05,17.96,1703046626,423.46,1107930,395.70,396.25,15,,,,,
,tf,NFO,64012,396.05,17.96,1703046626,423.46,1107930,395.70,396.25,15,,,,,
,tf,NFO,64012,395.60,17.83,1703046626,,,,,,,,,,
,tf,NFO,64012,395.60,17.83,1703046626,,,,,,,,,,
,tf,NFO,64012,395.30,17.74,1703046627,,,,,,,,,,
,tf,NFO,64012,395.30,17.74,1703046627,,,,,,,,,,
,tf,NFO,64012,394.55,17.51,1703046627,423.44,1108785,394.55,394.95,135,195,,,,
,tf,NFO,64012,394.55,17.51,1703046627,423.44,1108785,394.55,394.95,135,195,,,,
,tf,NFO,64012,395.35,17.75,1703046628,,,,,,,,,,
,tf,NFO,64012,395.35,17.75,1703046628,,,,,,,,,,
,tf,NFO,64012,394.95,17.63,1703046629,,,,,,,,,,
,tf,NFO,64012,394.95,17.63,1703046629,,,,,,,,,,
,tf,NFO,64012,395.10,17.68,1703046630,,,,,,,,,,
,tf,NFO,64012,395.10,17.68,1703046630,,,,,,,,,,
,tf,NFO,64012,395.60,17.83,1703046631,423.41,1109670,394.55,395.45,225,180,,,,
,tf,NFO,64012,395.60,17.83,1703046631,423.41,1109670,394.55,395.45,225,180,,,,
,tf,NFO,64012,396.80,18.18,1703046632,,,,,,,,,,
,tf,NFO,64012,396.80,18.18,1703046632,,,,,,,,,,
,tf,NFO,64012,395.60,17.83,1703046632,,1109805,395.55,396.35,45,60,,,,
,tf,NFO,64012,395.60,17.83,1703046632,,1109805,395.55,396.35,45,60,,,,
,tf,NFO,64012,397.25,18.32,1703046633,,,,,,,,,,
,tf,NFO,64012,397.25,18.32,1703046633,,,,,,,,,,
,tf,NFO,64012,398.60,18.72,1703046636,,,,,,,,,,
,tf,NFO,64012,398.60,18.72,1703046636,,,,,,,,,,
,tf,NFO,64012,398.80,18.78,1703046638,,,,,,,,,,
,tf,NFO,64012,398.80,18.78,1703046638,,,,,,,,,,
,tf,NFO,64012,399.00,18.84,1703046639,,,,,,,,,,
,tf,NFO,64012,399.00,18.84,1703046639,,,,,,,,,,
,tf,NFO,64012,399.25,18.91,1703046641,,,,,,,,,,
,tf,NFO,64012,399.25,18.91,1703046641,,,,,,,,,,
,tf,NFO,64012,398.60,18.72,1703046642,,,,,,,,,,
,tf,NFO,64012,398.60,18.72,1703046642,,,,,,,,,,
,tf,NFO,64012,398.90,18.81,1703046642,,,,,,,,,,
,tf,NFO,64012,398.90,18.81,1703046642,,,,,,,,,,
,tf,NFO,64012,397.25,18.32,1703046644,,,,,,,,,,
,tf,NFO,64012,397.25,18.32,1703046644,,,,,,,,,,
,tf,NFO,64012,396.95,18.23,1703046644,,1110300,396.00,396.90,15,15,,,,
,tf,NFO,64012,396.95,18.23,1703046644,,1110300,396.00,396.90,15,15,,,,
,tf,NFO,64012,395.75,17.87,1703046645,,,,,,,,,,
,tf,NFO,64012,395.75,17.87,1703046645,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046646,,1110360,394.35,395.20,60,30,,,,
,tf,NFO,64012,395.00,17.65,1703046646,,1110360,394.35,395.20,60,30,,,,
,tf,NFO,64012,394.30,17.44,1703046646,,,,,,,,,,
,tf,NFO,64012,394.30,17.44,1703046646,,,,,,,,,,
,tf,NFO,64012,394.85,17.60,1703046648,,,,,,,,,,
,tf,NFO,64012,394.85,17.60,1703046648,,,,,,,,,,
,tf,NFO,64012,393.90,17.32,1703046648,,,,,,,,,,
,tf,NFO,64012,393.90,17.32,1703046648,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046649,423.36,1111755,394.95,395.85,15,60,,,,
,tf,NFO,64012,395.00,17.65,1703046649,423.36,1111755,394.95,395.85,15,60,,,,
,tf,NFO,64012,395.25,17.72,1703046650,,,,,,,,,,
,tf,NFO,64012,395.25,17.72,1703046650,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046651,,1111995,394.15,394.90,,15,,,,
,tf,NFO,64012,395.00,17.65,1703046651,,1111995,394.15,394.90,,15,,,,
,tf,NFO,64012,394.25,17.42,1703046651,,,,,,,,,,
,tf,NFO,64012,394.25,17.42,1703046651,,,,,,,,,,
,tf,NFO,64012,393.30,17.14,1703046652,423.35,1112055,392.60,393.45,45,,,,,
,tf,NFO,64012,393.30,17.14,1703046652,423.35,1112055,392.60,393.45,45,,,,,
,tf,NFO,64012,390.80,16.40,1703046653,,,,,,,,,,
,tf,NFO,64012,390.80,16.40,1703046653,,,,,,,,,,
,tf,NFO,64012,390.55,16.32,1703046655,,,,,,,,,,
,tf,NFO,64012,390.55,16.32,1703046655,,,,,,,,,,
,tf,NFO,64012,391.85,16.71,1703046655,,,,,,,,,,
,tf,NFO,64012,391.85,16.71,1703046655,,,,,,,,,,
,tf,NFO,64012,393.10,17.08,1703046656,423.34,1112625,392.55,393.50,60,195,,,,
,tf,NFO,64012,393.10,17.08,1703046656,423.34,1112625,392.55,393.50,60,195,,,,
,tf,NFO,64012,392.75,16.98,1703046657,,,,,,,,,,
,tf,NFO,64012,392.75,16.98,1703046657,,,,,,,,,,
,tf,NFO,64012,394.20,17.41,1703046658,,,,,,,,,,
,tf,NFO,64012,394.20,17.41,1703046658,,,,,,,,,,
,tf,NFO,64012,394.90,17.62,1703046659,,,,,,,,,,
,tf,NFO,64012,394.90,17.62,1703046659,,,,,,,,,,
,tf,NFO,64012,396.05,17.96,1703046660,,,,,,,,,,
,tf,NFO,64012,396.05,17.96,1703046660,,,,,,,,,,
,tf,NFO,64012,397.15,18.29,1703046661,423.31,1113645,396.50,397.40,30,180,,,,
,tf,NFO,64012,397.15,18.29,1703046661,423.31,1113645,396.50,397.40,30,180,,,,
,tf,NFO,64012,396.60,18.12,1703046661,,,,,,,,,,
,tf,NFO,64012,396.60,18.12,1703046661,,,,,,,,,,
,tf,NFO,64012,396.35,18.05,1703046662,,,,,,,,,,
,tf,NFO,64012,396.35,18.05,1703046662,,,,,,,,,,
,tf,NFO,64012,396.30,18.03,1703046663,,,,,,,,,,
,tf,NFO,64012,396.30,18.03,1703046663,,,,,,,,,,
,tf,NFO,64012,396.60,18.12,1703046664,423.29,1114380,396.10,397.00,15,75,,,,
,tf,NFO,64012,396.60,18.12,1703046664,423.29,1114380,396.10,397.00,15,75,,,,
,tf,NFO,64012,396.90,18.21,1703046665,,,,,,,,,,
,tf,NFO,64012,396.90,18.21,1703046665,,,,,,,,,,
,tf,NFO,64012,396.85,18.20,1703046666,,1114515,396.85,397.65,,45,,,,
,tf,NFO,64012,396.85,18.20,1703046666,,1114515,396.85,397.65,,45,,,,
,tf,NFO,64012,397.30,18.33,1703046666,,,,,,,,,,
,tf,NFO,64012,397.30,18.33,1703046666,,,,,,,,,,
,tf,NFO,64012,396.95,18.23,1703046667,,,,,,,,,,
,tf,NFO,64012,396.95,18.23,1703046667,,,,,,,,,,
,tf,NFO,64012,397.05,18.26,1703046667,423.28,1114965,397.10,397.95,30,15,,,,
,tf,NFO,64012,397.05,18.26,1703046667,423.28,1114965,397.10,397.95,30,15,,,,
,tf,NFO,64012,396.45,18.08,1703046668,,,,,,,,,,
,tf,NFO,64012,396.45,18.08,1703046668,,,,,,,,,,
,tf,NFO,64012,396.55,18.11,1703046669,423.27,1115445,396.00,396.85,15,60,,,,
,tf,NFO,64012,396.55,18.11,1703046669,423.27,1115445,396.00,396.85,15,60,,,,
,tf,NFO,64012,397.05,18.26,1703046670,,,,,,,,,,
,tf,NFO,64012,397.05,18.26,1703046670,,,,,,,,,,
,tf,NFO,64012,396.65,18.14,1703046672,,,,,,,,,,
,tf,NFO,64012,396.65,18.14,1703046672,,,,,,,,,,
,tf,NFO,64012,396.60,18.12,1703046673,,,,,,,,,,
,tf,NFO,64012,396.60,18.12,1703046673,,,,,,,,,,
,tf,NFO,64012,394.20,17.41,1703046674,,1115760,394.20,394.75,165,60,,,,
,tf,NFO,64012,394.20,17.41,1703046674,,1115760,394.20,394.75,165,60,,,,
,tf,NFO,64012,395.15,17.69,1703046675,,,,,,,,,,
,tf,NFO,64012,395.15,17.69,1703046675,,,,,,,,,,
,tf,NFO,64012,394.90,17.62,1703046676,423.25,1115970,394.85,395.85,30,,,,,
,tf,NFO,64012,394.90,17.62,1703046676,423.25,1115970,394.85,395.85,30,,,,,
,tf,NFO,64012,396.85,18.20,1703046677,,,,,,,,,,
,tf,NFO,64012,396.85,18.20,1703046677,,,,,,,,,,
,tf,NFO,64012,395.45,17.78,1703046679,,,,,,,,,,
,tf,NFO,64012,395.45,17.78,1703046679,,,,,,,,,,
,tf,NFO,64012,395.00,17.65,1703046679,,1116135,394.20,394.95,15,75,,,,
,tf,NFO,64012,395.00,17.65,1703046679,,1116135,394.20,394.95,15,75,,,,
,tf,NFO,64012,394.15,17.39,1703046680,,,,,,,,,,
,tf,NFO,64012,394.15,17.39,1703046680,,,,,,,,,,
,tf,NFO,64012,396.50,18.09,1703046681,,,,,,,,,,
,tf,NFO,64012,396.50,18.09,1703046681,,,,,,,,,,
,tf,NFO,64012,394.00,17.35,1703046682,,,,,,,,,,
,tf,NFO,64012,394.00,17.35,1703046682,,,,,,,,,,
,tf,NFO,64012,393.85,17.30,1703046683,,,,,,,,,,
,tf,NFO,64012,393.85,17.30,1703046683,,,,,,,,,,
,tf,NFO,64012,395.05,17.66,1703046684,,,,,,,,,,
,tf,NFO,64012,395.05,17.66,1703046684,,,,,,,,,,
,tf,NFO,64012,393.00,17.05,1703046685,,,,,,,,,,
,tf,NFO,64012,393.00,17.05,1703046685,,,,,,,,,,
,tf,NFO,64012,394.35,17.45,1703046687,,,,,,,,,,
,tf,NFO,64012,394.35,17.45,1703046687,,,,,,,,,,
,tf,NFO,64012,392.55,16.92,1703046689,,,,,,,,,,
,tf,NFO,64012,392.55,16.92,1703046689,,,,,,,,,,
,tf,NFO,64012,394.70,17.56,1703046692,,,,,,,,,,
,tf,NFO,64012,394.70,17.56,1703046692,,,,,,,,,,
,tf,NFO,64012,395.2023-12-20 09:50:12.462447,tf,NFO,64012,406.65,21.12,1703046015,,,,,,,,,,
2023-12-20 09:50:13.463216,tf,NFO,64012,405.50,20.77,1703046016,,,,,,,,,,
2023-12-20 09:50:13.466213,tf,NFO,64012,405.50,20.77,1703046016,,,,,,,,,,
