Label,Timestamp,Value,Difference
YES,2024-03-04 12:57:00,242.0,
NO,2024-03-04 13:02:00,257.26,-15.259999999999991
RED,2024-03-04 13:03:00,257.61,
YES,2024-03-04 13:05:00,263.35,
seven,2024-03-04 13:05:00,266.35,
NO,2024-03-04 13:08:00,264.5,-1.1499999999999773
RED,2024-03-04 13:09:00,263.52,
YES,2024-03-04 13:17:00,261.75,
seven,2024-03-04 13:17:00,275.0,
NO,2024-03-04 13:22:00,271.38,-9.629999999999995
RED,2024-03-04 13:23:00,266.15,
YES,2024-03-04 13:32:00,271.05,
seven,2024-03-04 13:32:00,275.0,
NO,2024-03-04 13:43:00,281.01,-9.95999999999998
RED,2024-03-04 13:44:00,282.38,
YES,2024-03-04 13:50:00,288.75,
seven,2024-03-04 13:50:00,290.2,
NO,2024-03-04 13:53:00,282.85,5.899999999999977
RED,2024-03-04 13:54:00,272.64,
YES,2024-03-04 14:05:00,266.65,
seven,2024-03-04 14:05:00,287.95,
NO,2024-03-04 14:17:00,315.08,-48.43000000000001
RED,2024-03-04 14:18:00,315.29,
YES,2024-03-04 14:21:00,323.6,
seven,2024-03-04 14:21:00,331.45,
NO,2024-03-04 14:22:00,323.66,-0.060000000000002274
RED,2024-03-04 14:23:00,320.11,
YES,2024-03-04 14:26:00,323.55,
seven,2024-03-04 14:26:00,331.8,
NO,2024-03-04 14:27:00,322.91,0.6399999999999864
YES,2024-03-04 14:29:00,326.0,
NO,2024-03-04 14:31:00,316.3,9.699999999999989
RED,2024-03-04 14:32:00,319.59,
YES,2024-03-04 14:42:00,268.95,
NO,2024-03-04 14:46:00,269.82,-0.8700000000000045
YES,2024-03-04 14:48:00,277.85,
NO,2024-03-04 14:51:00,270.27,7.580000000000041
YES,2024-03-04 14:53:00,276.85,
NO,2024-03-04 15:09:00,333.31,-56.45999999999998
YES,2024-03-04 15:11:00,337.05,
seven,2024-03-04 15:11:00,345.0,
NO,2024-03-04 15:12:00,334.68,2.3700000000000045
RED,2024-03-04 15:13:00,333.99,
YES,2024-03-04 15:21:00,282.95,
seven,2024-03-04 15:21:00,290.0,
NO,2024-03-04 15:29:00,312.48,-29.53000000000003
RED,2024-03-04 15:30:00,301.45,
YES,2024-03-05 09:54:00,229.0,
seven,2024-03-05 09:54:00,249.35,
NO,2024-03-05 09:56:00,225.86,3.1399999999999864
RED,2024-03-05 09:57:00,222.9,
YES,2024-03-05 10:04:00,215.95,
seven,2024-03-05 10:04:00,225.5,
NO,2024-03-05 10:06:00,212.39,3.5600000000000023
RED,2024-03-05 10:07:00,212.64,
YES,2024-03-05 10:13:00,199.4,
seven,2024-03-05 10:13:00,204.0,
NO,2024-03-05 10:16:00,198.75,0.6500000000000057
RED,2024-03-05 10:17:00,198.29,
YES,2024-03-05 10:28:00,169.95,
seven,2024-03-05 10:28:00,184.35,
NO,2024-03-05 10:31:00,181.5,-11.550000000000011
RED,2024-03-05 10:32:00,179.62,
YES,2024-03-05 10:34:00,179.9,
NO,2024-03-05 10:35:00,180.31,-0.4099999999999966
RED,2024-03-05 10:36:00,180.25,
YES,2024-03-05 10:38:00,183.45,
NO,2024-03-05 10:45:00,197.48,-14.030000000000001
YES,2024-03-05 10:50:00,199.75,
NO,2024-03-05 10:52:00,198.18,1.5699999999999932
RED,2024-03-05 10:53:00,198.32,
YES,2024-03-05 10:59:00,202.65,
seven,2024-03-05 10:59:00,226.15,
NO,2024-03-05 11:03:00,223.45,-20.799999999999983
RED,2024-03-05 11:04:00,223.12,
YES,2024-03-05 11:13:00,205.3,
NO,2024-03-05 11:14:00,201.45,3.8500000000000227
RED,2024-03-05 11:15:00,196.32,
YES,2024-03-05 11:28:00,176.85,
NO,2024-03-05 11:34:00,191.36,-14.51000000000002
RED,2024-03-05 11:35:00,189.35,
YES,2024-03-05 11:38:00,188.6,
NO,2024-03-05 11:45:00,195.25,-6.650000000000006
RED,2024-03-05 11:46:00,193.24,
YES,2024-03-05 11:48:00,200.75,
seven,2024-03-05 11:48:00,207.5,
NO,2024-03-05 12:06:00,232.98,-32.22999999999999
RED,2024-03-05 12:07:00,223.96,
YES,2024-03-05 12:18:00,214.25,
NO,2024-03-05 12:21:00,217.99,-3.740000000000009
YES,2024-03-05 12:23:00,220.45,
NO,2024-03-05 12:25:00,217.21,3.2399999999999807
YES,2024-03-05 12:33:00,207.55,
seven,2024-03-05 12:33:00,210.5,
NO,2024-03-05 13:02:00,467.34,-259.78999999999996
RED,2024-03-05 13:03:00,446.44,
YES,2024-03-05 13:13:00,415.55,
seven,2024-03-05 13:13:00,433.25,
NO,2024-03-05 13:17:00,433.58,-18.029999999999973
RED,2024-03-05 13:18:00,423.15,
YES,2024-03-05 13:23:00,422.05,
seven,2024-03-05 13:23:00,429.55,
NO,2024-03-05 13:29:00,438.95,-16.899999999999977
RED,2024-03-05 13:30:00,440.42,
YES,2024-03-05 13:32:00,439.25,
seven,2024-03-05 13:32:00,460.55,
NO,2024-03-05 13:37:00,459.75,-20.5
RED,2024-03-05 13:38:00,449.6,
YES,2024-03-05 13:56:00,318.0,
seven,2024-03-05 13:56:00,327.75,
NO,2024-03-05 13:57:00,316.76,1.240000000000009
YES,2024-03-05 13:59:00,341.1,
seven,2024-03-05 13:59:00,353.75,
NO,2024-03-05 14:02:00,349.5,-8.399999999999977
RED,2024-03-05 14:03:00,338.6,
YES,2024-03-05 14:08:00,337.0,
seven,2024-03-05 14:08:00,355.0,
NO,2024-03-05 14:13:00,353.75,-16.75
RED,2024-03-05 14:14:00,346.62,
YES,2024-03-05 14:17:00,358.85,
seven,2024-03-05 14:17:00,368.1,
NO,2024-03-05 14:26:00,427.66,-68.81
RED,2024-03-05 14:27:00,432.2,
YES,2024-03-05 14:34:00,379.65,
seven,2024-03-05 14:34:00,390.95,
NO,2024-03-05 14:36:00,372.79,6.859999999999957
YES,2024-03-05 14:38:00,386.9,
seven,2024-03-05 14:38:00,400.0,
NO,2024-03-05 14:44:00,412.02,-25.120000000000005
RED,2024-03-05 14:45:00,389.16,
YES,2024-03-05 14:49:00,399.4,
seven,2024-03-05 14:49:00,411.4,
NO,2024-03-05 14:54:00,406.25,-6.850000000000023
RED,2024-03-05 14:55:00,398.04,
YES,2024-03-05 15:01:00,391.4,
seven,2024-03-05 15:01:00,422.6,
NO,2024-03-05 15:03:00,403.59,-12.189999999999998
RED,2024-03-05 15:04:00,397.19,
YES,2024-03-05 15:13:00,377.3,
