timestamp,adx,plus_di,minus_di,+di_color,-di_color
2024-02-26 12:20:00,41.90753745242364,6.701443161269238,28.677870142391537,down,up
2024-02-26 12:25:00,40.42111295426831,16.102035816890442,24.713033661445287,down,up
2024-02-26 12:30:00,39.04086163455264,14.938823281763124,22.927761857127066,down,up
2024-02-26 12:35:00,37.759199694816665,14.276332738136999,21.910986631236195,down,up
2024-02-26 12:40:00,36.92260579193935,13.152854193449953,22.417937390242155,down,up
2024-02-26 12:45:00,36.178874156095056,12.580563289115334,21.657089212297986,down,up
2024-02-26 12:50:00,34.593765052197924,15.16604706582648,20.098641289269707,down,up
2024-02-26 12:55:00,32.53434175195621,20.180472335052073,17.981633306662328,up,down
2024-02-26 13:00:00,30.82913296699591,19.566255192505107,16.44699664119068,up,down
2024-02-26 13:05:00,30.080590942607337,22.246117249818813,14.723058361162119,up,down
2024-02-26 13:10:00,30.394591825949995,25.97482327610591,12.65616923393375,up,down
2024-02-26 13:15:00,30.890153679496738,24.703372082798307,11.272641866012846,up,down
2024-02-26 13:20:00,30.725976803492973,22.974341589569676,12.757895599227476,up,down
2024-02-26 13:25:00,30.687175154829806,22.68051427204318,12.163600825476047,up,down
2024-02-26 13:30:00,29.504985567740942,20.776379508887107,15.629810794762497,up,down
2024-02-26 13:35:00,27.61310106571837,18.480885678932918,19.631342362420646,down,up
2024-02-26 13:40:00,25.856351170983125,17.08652789800946,18.150184183718356,down,up
2024-02-26 13:45:00,24.555561833800216,18.883085089440073,16.200815481095194,up,down
2024-02-26 13:50:00,23.391149119668626,17.938031475513032,15.202669643434222,up,down
2024-02-26 14:20:00,22.30990874226072,17.455737141241386,14.7939201413029,up,down
2024-02-26 14:40:00,21.23199527097214,16.365518593164303,18.91226411077904,down,up
2024-02-26 14:55:00,21.619657984006967,14.548414375448433,25.125079523041556,down,up
2024-02-28 09:45:00,24.009112649305017,11.054657401698858,38.155915667579634,down,up
2024-02-28 09:50:00,26.41914572242889,9.520205110059504,35.54540197774666,down,up
2024-02-28 09:55:00,28.88159793082764,8.493652787224072,34.94489432696021,down,up
2024-02-28 10:00:00,31.211230991976606,7.892441124375391,33.10348437066513,down,up
2024-02-28 10:05:00,32.08022329952644,11.729804260219941,29.701521533717123,down,up
2024-02-28 10:10:00,32.42627943942191,12.570771783586366,27.288993983222948,down,up
2024-02-28 10:15:00,32.74761728361056,12.104789476767602,26.277426150636163,down,up
2024-02-28 10:20:00,32.07386528851785,15.208561208539578,24.456507395144687,down,up
2024-02-28 10:25:00,31.448238435931763,14.441185232926095,23.22250925652329,down,up
2024-02-28 10:30:00,31.49765896360911,13.414352668352777,26.121095432968083,down,up
2024-02-28 10:35:00,31.786995203759947,12.54134847928674,26.37573636193628,down,up
2024-02-28 10:40:00,32.114523184116216,11.919404803429455,25.546733648383036,down,up
2024-02-28 10:45:00,32.65919796670513,11.29087736359272,26.18297517146927,down,up
2024-02-28 10:50:00,33.92356125146067,10.081431122749212,30.536976578299292,down,up
2024-02-28 10:55:00,35.569026249270664,8.826744605701313,32.18979448284454,down,up
2024-02-28 11:00:00,37.28181775138944,7.9456631568092035,31.338843066907113,down,up
2024-02-28 11:05:00,38.872267003356875,7.508773836697516,29.61568848932417,down,up
2024-02-28 11:10:00,40.34911273732663,7.33234111064535,28.919812335943938,down,up
2024-02-28 11:15:00,41.43923818393263,8.033781631547686,28.163284851702763,down,up
2024-02-28 11:20:00,42.45149752720964,7.87328903133403,27.600660794476934,down,up
2024-02-28 11:25:00,43.45220232540111,7.68202100254221,27.606273864503063,down,up
2024-02-28 11:30:00,44.109352123169295,8.312702116522095,26.800733288840572,down,up
2024-02-28 11:35:00,44.719562649668326,8.210946771366922,26.472666935927798,down,up
2024-02-28 11:40:00,45.53538490696531,7.938122913865772,28.26031459207921,down,up
2024-02-28 11:45:00,46.31901680107286,7.70604506872647,27.72912332945254,down,up
2024-02-28 11:50:00,47.00223258553725,7.723986681990215,27.29275689076736,down,up
2024-02-28 11:55:00,47.663784688068766,7.603389986093699,27.166060277054317,down,up
2024-02-28 12:00:00,48.47762790231549,7.358641205126267,28.587660680689964,down,up
2024-02-28 12:05:00,49.233339458401744,7.205553132045464,27.992927255659556,down,up
2024-02-28 12:10:00,49.552124821613674,8.204870300454491,27.234528371511512,down,up
2024-02-28 12:15:00,49.799060783888706,8.202367507267185,26.708178582472144,down,up
2024-02-28 12:20:00,50.07797789606311,8.006130381003414,26.580499776953186,down,up
2024-02-28 12:25:00,50.48360341456073,7.76912910956032,27.350924244474967,down,up
2024-02-28 12:30:00,50.8602556817371,7.575642675917836,26.66976259633385,down,up
2024-02-28 12:35:00,51.44847920736235,7.1954859667379205,27.986294738742696,down,up
2024-02-28 12:40:00,51.9946867668715,7.060138137116394,27.459869662028325,down,up
2024-02-28 12:45:00,52.68995571542309,6.802365075474863,28.74553115154168,down,up
2024-02-28 12:50:00,53.58616813210729,6.391032358310775,30.378057802004964,down,up
2024-02-28 12:55:00,54.481118999017,6.047339064912735,29.646476948375618,down,up
2024-02-28 13:00:00,55.312144804004596,5.886559106310215,28.858269228367583,down,up
2024-02-28 13:05:00,56.430885987373664,5.4401530815374,32.04521038898379,down,up
2024-02-28 13:10:00,57.46971708621637,5.148912354850516,30.329657495408917,down,up
2024-02-28 13:15:00,58.43434596371316,4.921115491805829,28.98782054839518,down,up
2024-02-28 13:20:00,58.734603155275025,6.3762993774479515,27.756189631984395,down,up
2024-02-28 13:25:00,58.53187798156365,7.497245240304294,26.501130687538755,down,up
