Label,Timestamp,Value,Difference
YES,2024-03-13 11:50:00,32.45,
NO,2024-03-13 11:55:00,32.06,0.39000000000000057
RED,2024-03-13 12:00:00,32.04,
YES,2024-03-13 13:30:00,32.4,
NO,2024-03-13 13:40:00,32.48,-0.0799999999999983
RED,2024-03-13 13:45:00,32.39,
YES,2024-03-13 14:10:00,32.4,
