timestamp,t,e,tk,lp,pc,ft,ap,v,bp1,sp1,bq1,sq1,oi,_id
2023-11-02 11:55:04.390310,tf,NFO,40707,265.95,3.95,1698906298,,,,,,,,
2023-11-02 11:55:04.473798,tf,NFO,40707,264.85,3.52,1698906299,389.52,8053080,264.85,265.30,105,300,,
2023-11-02 11:55:04.478796,tf,NFO,40707,265.85,3.91,1698906299,,,,,,,,
2023-11-02 11:55:04.486140,tf,NFO,40707,265.65,3.83,1698906300,389.51,8053875,265.15,265.40,30,15,,
2023-11-02 11:55:04.493202,tf,NFO,40707,264.85,3.52,1698906300,,,,,,,,
2023-11-02 11:55:04.500868,tf,NFO,40707,265.05,3.60,1698906301,389.49,8054925,264.55,264.80,,45,,
2023-11-02 11:55:04.507553,tf,NFO,40707,265.80,3.89,1698906301,,,,,,,,
2023-11-02 11:55:04.514189,tf,NFO,40707,266.85,4.30,1698906302,389.43,8059125,266.50,266.90,,,,
2023-11-02 11:55:04.519174,tf,NFO,40707,266.55,4.18,1698906302,,,,,,,,
2023-11-02 11:55:04.527822,tf,NFO,40707,269.95,5.51,1698906303,389.39,8061330,269.50,269.65,,135,,
2023-11-02 11:55:04.533402,tf,NFO,40707,269.80,5.45,1698906303,,,,,,,,
2023-11-02 11:55:04.594582,tf,NFO,40707,271.20,6.00,1698906304,389.33,8065995,270.80,271.25,105,30,,
2023-11-02 11:55:05.973321,tf,NFO,40707,271.35,6.06,1698906305,,,,,,,,
2023-11-02 11:55:05.982214,tf,NFO,40707,272.15,6.37,1698906305,389.25,8071440,271.60,272.15,30,105,,
2023-11-02 11:55:06.189569,tf,NFO,40707,271.30,6.04,1698906305,389.21,8073690,271.50,272.05,165,135,,
2023-11-02 11:55:06.703616,tf,NFO,40707,272.05,6.33,1698906306,,,,,,,,
2023-11-02 11:55:07.194442,tf,NFO,40707,272.15,6.37,1698906306,389.19,8075415,271.65,272.15,45,105,,
2023-11-02 11:55:07.702465,tf,NFO,40707,272.70,6.59,1698906307,,,,,,,,
2023-11-02 11:55:08.398268,tf,NFO,40707,272.40,6.47,1698906308,389.16,8077095,271.90,272.40,285,75,,
2023-11-02 11:55:08.703750,tf,NFO,40707,272.10,6.35,1698906308,,,,,,,,
2023-11-02 11:55:09.647311,tf,NFO,40707,273.10,6.74,1698906309,389.12,8080320,272.80,273.35,30,180,,
2023-11-02 11:55:09.703207,tf,NFO,40707,273.55,6.92,1698906309,,,,,,,,
2023-11-02 11:55:10.197573,tf,NFO,40707,272.75,6.61,1698906309,389.06,8084625,272.20,272.60,180,150,,
2023-11-02 11:55:10.782252,tf,NFO,40707,271.85,6.25,1698906310,,,,,,,,
2023-11-02 11:55:11.195985,tf,NFO,40707,272.20,6.39,1698906310,389.02,8086860,272.05,272.55,,15,,
2023-11-02 11:55:11.704482,tf,NFO,40707,272.90,6.66,1698906311,,,,,,,,
2023-11-02 11:55:23.895917,tf,NFO,40707,275.60,7.72,1698906323,388.31,8137860,275.65,276.15,180,30,,
2023-11-02 11:55:23.910417,tf,NFO,40707,276.00,7.88,1698906323,,,,,,,,
2023-11-02 11:55:24.618747,tf,NFO,40707,275.15,7.54,1698906324,388.26,8141760,275.15,275.65,45,225,,
2023-11-02 11:55:24.713491,tf,NFO,40707,274.35,7.23,1698906324,,,,,,,,
2023-11-02 11:55:25.622139,tf,NFO,40707,271.30,6.04,1698906325,388.19,8146305,271.45,271.85,15,390,,
2023-11-02 11:55:25.707222,tf,NFO,40707,272.20,6.39,1698906325,,,,,,,,
2023-11-02 11:55:26.623529,tf,NFO,40707,271.60,6.16,1698906326,388.13,8150850,271.50,271.95,105,15,,
2023-11-02 11:55:26.709545,tf,NFO,40707,271.45,6.10,1698906326,,,,,,,,
2023-11-02 11:55:27.223340,tf,NFO,40707,271.75,6.21,1698906326,388.11,8151990,271.20,271.65,30,60,,
2023-11-02 11:55:27.711153,tf,NFO,40707,271.35,6.06,1698906327,,,,,,,,
2023-11-02 11:55:28.428690,tf,NFO,40707,272.95,6.68,1698906328,388.07,8155140,272.45,272.75,60,135,,
2023-11-02 11:55:28.711060,tf,NFO,40707,272.50,6.51,1698906328,,,,,,,,
2023-11-02 11:55:29.625720,tf,NFO,40707,274.20,7.17,1698906329,388.04,8156850,273.30,273.70,195,75,,
2023-11-02 11:55:29.712182,tf,NFO,40707,273.70,6.98,1698906329,,,,,,,,
2023-11-02 11:55:30.626795,tf,NFO,40707,273.25,6.80,1698906330,388.02,8158410,272.70,273.25,30,15,,
2023-11-02 11:55:31.628193,tf,NFO,40707,273.35,6.84,1698906331,388.00,8159895,273.25,273.45,15,75,,
2023-11-02 11:55:32.229072,tf,NFO,40707,273.20,6.78,1698906331,387.99,8160645,273.20,273.40,,180,,
2023-11-02 11:55:33.136672,tf,NFO,40707,273.45,6.88,1698906332,,,,,,,,
2023-11-02 11:55:33.236360,tf,NFO,40707,273.40,6.86,1698906332,387.98,8161200,273.30,273.70,150,285,,
2023-11-02 11:55:33.717509,tf,NFO,40707,273.30,6.82,1698906333,,,,,,,,
2023-11-02 11:55:34.235392,tf,NFO,40707,274.35,7.23,1698906333,387.96,8162820,274.45,275.00,405,1860,,
2023-11-02 11:55:34.713548,tf,NFO,40707,274.30,7.21,1698906334,,,,,,,,
2023-11-02 11:55:35.440279,tf,NFO,40707,274.80,7.41,1698906335,387.95,8163360,274.40,274.85,210,75,,
2023-11-02 11:55:36.875182,tf,NFO,40707,274.20,7.17,1698906336,387.92,8165145,273.70,274.20,15,375,,
2023-11-02 11:56:37.192407,tf,NFO,40707,282.90,10.57,1698906396,385.13,8378655,282.45,282.90,210,60,,
2023-11-02 11:56:37.739340,tf,NFO,40707,282.95,10.59,1698906397,385.10,8380710,282.50,283.00,135,120,,
2023-11-02 11:56:38.330524,tf,NFO,40707,281.50,10.03,1698906397,385.08,8382720,281.35,281.85,45,45,,
2023-11-02 11:56:38.744068,tf,NFO,40707,282.00,10.22,1698906398,,,,,,,,
2023-11-02 11:56:39.330208,tf,NFO,40707,282.30,10.34,1698906398,385.06,8384145,281.80,282.30,90,75,,
2023-11-02 11:56:39.744632,tf,NFO,40707,281.65,10.08,1698906399,,,,,,,,
2023-11-02 11:56:40.334474,tf,NFO,40707,281.20,9.91,1698906399,385.04,8385780,281.15,281.45,225,,,
2023-11-02 11:56:41.098482,tf,NFO,40707,281.35,9.97,1698906400,,,,,,,,
2023-11-02 11:56:41.533329,tf,NFO,40707,281.15,9.89,1698906401,385.01,8387955,,281.70,105,,,
2023-11-02 11:56:41.783866,tf,NFO,40707,281.25,9.93,1698906401,,,,,,,,
2023-11-02 11:56:42.735000,tf,NFO,40707,281.60,10.06,1698906402,384.98,8390160,,281.65,30,105,,
2023-11-02 11:56:42.743619,tf,NFO,40707,281.65,10.08,1698906402,,,,,,,,
2023-11-02 11:56:43.966963,tf,NFO,40707,280.80,9.75,1698906403,384.95,8392755,280.65,281.20,,135,,
2023-11-02 11:56:44.335266,tf,NFO,40707,280.60,9.67,1698906403,384.94,8393850,280.30,280.85,,75,,
2023-11-02 11:56:44.756622,tf,NFO,40707,278.35,8.79,1698906404,,,,,,,,
2023-11-02 11:56:45.333351,tf,NFO,40707,278.55,8.87,1698906404,384.86,8399790,278.60,279.15,90,150,,
2023-11-02 11:56:45.744839,tf,NFO,40707,279.00,9.05,1698906405,,,,,,,1294815,
2023-11-02 11:56:46.333638,tf,NFO,40707,278.65,8.91,1698906405,384.82,8403000,278.65,,210,135,,
2023-11-02 11:56:46.745671,tf,NFO,40707,279.15,9.11,1698906406,,,,,,,,
2023-11-02 11:56:47.445392,tf,NFO,40707,279.00,9.05,1698906406,384.79,8405655,278.90,279.45,,120,,
2023-11-02 11:56:47.744389,tf,NFO,40707,279.45,9.22,1698906407,,,,,,,,
2023-11-02 11:56:48.342222,tf,NFO,40707,278.85,8.99,1698906407,384.78,8406360,278.30,278.90,45,225,,
2023-11-02 11:56:48.744759,tf,NFO,40707,279.50,9.24,1698906408,,,,,,,,
2023-11-02 11:56:49.542628,tf,NFO,40707,279.20,9.13,1698906409,384.76,8407905,279.00,279.40,15,150,,
2023-11-02 11:56:50.774386,tf,NFO,40707,279.10,9.09,1698906410,384.75,8408760,278.90,279.10,135,30,,
2023-11-02 11:56:50.778498,tf,NFO,40707,279.35,9.19,1698906410,,,,,,,,
2023-11-02 11:56:51.343523,tf,NFO,40707,279.25,9.15,1698906410,,8409045,278.70,279.20,105,15,,
2023-11-02 11:56:51.746937,tf,NFO,40707,279.15,9.11,1698906411,,,,,,,,
2023-11-02 11:56:52.347003,tf,NFO,40707,278.95,9.03,1698906411,384.74,8409315,278.50,279.05,195,180,,
2023-11-02 11:56:52.755780,tf,NFO,40707,279.10,9.09,1698906412,,,,,,,,
2023-11-02 11:56:53.551036,tf,NFO,40707,279.05,9.07,1698906413,384.72,8410905,279.30,279.70,150,90,,
2023-11-02 11:56:53.748062,tf,NFO,40707,281.50,10.03,1698906413,,,,,,,,
2023-11-02 11:56:54.346883,tf,NFO,40707,279.70,9.32,1698906413,384.66,8416110,279.80,280.30,45,30,,
2023-11-02 11:56:54.747552,tf,NFO,40707,280.70,9.71,1698906414,,,,,,,,
2023-11-02 11:56:55.550204,tf,NFO,40707,281.65,10.08,1698906415,384.64,8417775,281.15,281.65,30,135,,
2023-11-02 11:56:55.679390,tf,NFO,40707,281.65,10.08,1698906415,384.64,8417775,281.15,281.65,30,135,,
2023-11-02 11:56:55.748816,tf,NFO,40707,280.90,9.79,1698906415,,,,,,,,
2023-11-02 11:56:55.753782,tf,NFO,40707,280.90,9.79,1698906415,,,,,,,,
2023-11-02 11:56:56.662882,tf,NFO,40707,281.60,10.06,1698906416,384.61,8419875,281.05,281.60,495,45,,
2023-11-02 11:56:56.666873,tf,NFO,40707,281.60,10.06,1698906416,384.61,8419875,281.05,281.60,495,45,,
2023-11-02 11:56:56.752109,tf,NFO,40707,281.55,10.04,1698906416,,,,,,,,
2023-11-02 11:56:56.753612,tf,NFO,40707,281.55,10.04,1698906416,,,,,,,,
2023-11-02 11:56:57.750976,tf,NFO,40707,280.90,9.79,1698906417,,,,,,,,
2023-11-02 11:56:57.753630,tf,NFO,40707,280.90,9.79,1698906417,,,,,,,,
2023-11-02 11:56:58.555182,tf,NFO,40707,281.70,10.10,1698906417,384.51,8428170,281.30,281.75,150,30,,
2023-11-02 11:56:58.557556,tf,NFO,40707,281.70,10.10,1698906417,384.51,8428170,281.30,281.75,150,30,,
2023-11-02 11:56:58.750190,tf,NFO,40707,281.30,9.95,1698906418,,,,,,,,
2023-11-02 11:56:58.752723,tf,NFO,40707,281.30,9.95,1698906418,,,,,,,,
2023-11-02 11:56:59.739377,tf,NFO,40707,281.80,10.14,1698906419,384.49,8430255,281.20,281.70,90,45,,
2023-11-02 11:56:59.744300,tf,NFO,40707,281.80,10.14,1698906419,384.49,8430255,281.20,281.70,90,45,,
2023-11-02 11:56:59.751673,tf,NFO,40707,281.20,9.91,1698906419,,,,,,,,
2023-11-02 11:56:59.754693,tf,NFO,40707,281.20,9.91,1698906419,,,,,,,,
2023-11-02 11:57:00.762248,tf,NFO,40707,282.05,10.24,1698906420,384.45,8433390,281.70,282.15,180,15,,
2023-11-02 11:57:00.767011,tf,NFO,40707,282.05,10.24,1698906420,384.45,8433390,281.70,282.15,180,15,,
2023-11-02 11:57:00.772458,tf,NFO,40707,280.20,9.52,1698906420,,,,,,,,
2023-11-02 11:57:00.776750,tf,NFO,40707,280.20,9.52,1698906420,,,,,,,,
2023-11-02 11:57:01.752868,tf,NFO,40707,279.75,9.34,1698906421,,,,,,,,
2023-11-02 11:57:01.755231,tf,NFO,40707,279.75,9.34,1698906421,,,,,,,,
2023-11-02 11:57:02.363714,tf,NFO,40707,279.95,9.42,1698906421,384.41,8436645,,279.80,120,,,
2023-11-02 11:57:02.366140,tf,NFO,40707,279.95,9.42,1698906421,384.41,8436645,,279.80,120,,,
2023-11-02 11:57:02.753151,tf,NFO,40707,279.00,9.05,1698906422,,,,,,,,
2023-11-02 11:57:02.755156,tf,NFO,40707,279.00,9.05,1698906422,,,,,,,,
2023-11-02 11:57:03.752980,tf,NFO,40707,278.00,8.66,1698906423,,,,,,,,
2023-11-02 11:57:03.757663,tf,NFO,40707,278.00,8.66,1698906423,,,,,,,,
2023-11-02 11:57:04.367695,tf,NFO,40707,279.45,9.22,1698906423,384.25,8449605,279.30,279.75,45,15,,
2023-11-02 11:57:04.372768,tf,NFO,40707,279.45,9.22,1698906423,384.25,8449605,279.30,279.75,45,15,,
2023-11-02 11:57:04.803419,tf,NFO,40707,280.90,9.79,1698906424,,,,,,,,
2023-11-02 11:57:04.804695,tf,NFO,40707,280.90,9.79,1698906424,,,,,,,,
2023-11-02 11:57:05.363478,tf,NFO,40707,281.70,10.10,1698906424,384.20,8453055,281.10,281.65,90,60,,
2023-11-02 11:57:05.368215,tf,NFO,40707,281.70,10.10,1698906424,384.20,8453055,281.10,281.65,90,60,,
2023-11-02 11:57:05.753505,tf,NFO,40707,281.15,9.89,1698906425,,,,,,,,
2023-11-02 11:57:05.758723,tf,NFO,40707,281.15,9.89,1698906425,,,,,,,,
2023-11-02 11:57:06.363780,tf,NFO,40707,279.40,9.20,1698906425,384.17,8455440,279.35,279.85,15,15,,
2023-11-02 11:57:06.374391,tf,NFO,40707,279.40,9.20,1698906425,384.17,8455440,279.35,279.85,15,15,,
2023-11-02 11:57:06.752586,tf,NFO,40707,280.65,9.69,1698906426,,,,,,,,
2023-11-02 11:57:06.757007,tf,NFO,40707,280.65,9.69,1698906426,,,,,,,,
2023-11-02 11:57:07.751792,tf,NFO,40707,280.00,9.44,1698906427,,,,,,,,
2023-11-02 11:57:07.752809,tf,NFO,40707,280.00,9.44,1698906427,,,,,,,,
2023-11-02 11:57:08.744905,tf,NFO,40707,278.85,8.99,1698906428,384.13,8459070,278.90,279.30,180,990,,
2023-11-02 11:57:08.747025,tf,NFO,40707,278.85,8.99,1698906428,384.13,8459070,278.90,279.30,180,990,,
2023-11-02 11:57:08.761903,tf,NFO,40707,279.70,9.32,1698906428,,,,,,,,
2023-11-02 11:57:08.762909,tf,NFO,40707,279.70,9.32,1698906428,,,,,,,,
2023-11-02 11:57:09.752671,tf,NFO,40707,279.75,9.34,1698906429,,,,,,,,
2023-11-02 11:57:09.765415,tf,NFO,40707,279.75,9.34,1698906429,,,,,,,,
2023-11-02 11:57:10.369974,tf,NFO,40707,279.00,9.05,1698906429,384.05,8465925,278.50,278.95,90,180,,
2023-11-02 11:57:10.377099,tf,NFO,40707,279.00,9.05,1698906429,384.05,8465925,278.50,278.95,90,180,,
2023-11-02 11:57:10.753385,tf,NFO,40707,279.25,9.15,1698906430,,,,,,,,
2023-11-02 11:57:10.754522,tf,NFO,40707,279.25,9.15,1698906430,,,,,,,,
2023-11-02 11:57:11.410121,tf,NFO,40707,278.90,9.01,1698906430,384.03,8467050,278.80,279.40,,210,,
2023-11-02 11:57:11.439957,tf,NFO,40707,278.90,9.01,1698906430,384.03,8467050,278.80,279.40,,210,,
2023-11-02 11:57:11.763280,tf,NFO,40707,279.45,9.22,1698906431,,,,,,,,
2023-11-02 11:57:11.764354,tf,NFO,40707,279.45,9.22,1698906431,,,,,,,,
2023-11-02 11:57:12.378946,tf,NFO,40707,279.60,9.28,1698906432,384.02,8467680,279.65,280.15,180,75,,
2023-11-02 11:57:12.380996,tf,NFO,40707,279.60,9.28,1698906432,384.02,8467680,279.65,280.15,180,75,,
2023-11-02 11:57:12.757893,tf,NFO,40707,280.50,9.63,1698906432,,,,,,,,
2023-11-02 11:57:12.796918,tf,NFO,40707,280.50,9.63,1698906432,,,,,,,,
2023-11-02 11:57:13.577013,tf,NFO,40707,281.40,9.99,1698906433,384.01,8468715,281.10,281.60,30,30,,
2023-11-02 11:57:13.615679,tf,NFO,40707,281.40,9.99,1698906433,384.01,8468715,281.10,281.60,30,30,,
2023-11-02 11:57:13.770120,tf,NFO,40707,281.00,9.83,1698906433,,,,,,,,
2023-11-02 11:57:13.772535,tf,NFO,40707,281.00,9.83,1698906433,,,,,,,,
2023-11-02 11:57:14.757605,tf,NFO,40707,280.00,9.44,1698906434,,,,,,,,
2023-11-02 11:57:14.761297,tf,NFO,40707,280.00,9.44,1698906434,,,,,,,,
2023-11-02 11:57:15.758488,tf,NFO,40707,279.30,9.17,1698906435,,,,,,,,
2023-11-02 11:57:15.762362,tf,NFO,40707,279.30,9.17,1698906435,,,,,,,,
2023-11-02 11:57:16.757361,tf,NFO,40707,280.00,9.44,1698906436,383.95,8473710,279.50,279.75,120,,,
2023-11-02 11:57:16.763050,tf,NFO,40707,280.00,9.44,1698906436,383.95,8473710,279.50,279.75,120,,,
2023-11-02 11:57:16.833544,tf,NFO,40707,279.75,9.34,1698906436,,,,,,,,
2023-11-02 11:57:16.834846,tf,NFO,40707,279.75,9.34,1698906436,,,,,,,,
2023-11-02 11:57:17.732006,tf,NFO,40707,280.05,9.46,1698906437,383.93,8474895,279.90,280.35,420,,,
2023-11-02 11:57:17.733028,tf,NFO,40707,280.05,9.46,1698906437,383.93,8474895,279.90,280.35,420,,,
2023-11-02 11:57:17.778451,tf,NFO,40707,280.35,9.58,1698906437,,,,,,,,
2023-11-02 11:57:17.781477,tf,NFO,40707,280.35,9.58,1698906437,,,,,,,,
2023-11-02 11:57:18.762055,tf,NFO,40707,280.45,9.62,1698906438,,,,,,,,
2023-11-02 11:57:18.763056,tf,NFO,40707,280.45,9.62,1698906438,,,,,,,,
2023-11-02 11:57:19.382513,tf,NFO,40707,280.60,9.67,1698906439,383.91,8476545,280.15,280.70,,240,,
2023-11-02 11:57:19.392222,tf,NFO,40707,280.60,9.67,1698906439,383.91,8476545,280.15,280.70,,240,,
2023-11-02 11:57:19.764974,tf,NFO,40707,280.00,9.44,1698906439,,,,,,,,
2023-11-02 11:57:19.766735,tf,NFO,40707,280.00,9.44,1698906439,,,,,,,,
2023-11-02 11:57:20.760079,tf,NFO,40707,279.85,9.38,1698906440,,,,,,,,
2023-11-02 11:57:20.762357,tf,NFO,40707,279.85,9.38,1698906440,,,,,,,,
2023-11-02 11:57:21.593577,tf,NFO,40707,278.95,9.03,1698906441,383.84,8482245,278.95,279.40,300,540,,
2023-11-02 11:57:21.595587,tf,NFO,40707,278.95,9.03,1698906441,383.84,8482245,278.95,279.40,300,540,,
2023-11-02 11:57:21.761119,tf,NFO,40707,279.40,9.20,1698906441,,,,,,,,
2023-11-02 11:57:21.762575,tf,NFO,40707,279.40,9.20,1698906441,,,,,,,,
2023-11-02 11:57:23.899561,tf,NFO,40707,279.30,9.17,1698906443,,,,,,,,
2023-11-02 11:57:23.901073,tf,NFO,40707,279.30,9.17,1698906443,,,,,,,,
2023-11-02 11:57:24.763071,tf,NFO,40707,279.90,9.40,1698906444,,,,,,,,
2023-11-02 11:57:24.766724,tf,NFO,40707,279.90,9.40,1698906444,,,,,,,,
2023-11-02 11:57:25.763417,tf,NFO,40707,279.25,9.15,1698906445,,,,,,,,
2023-11-02 11:57:25.764421,tf,NFO,40707,279.25,9.15,1698906445,,,,,,,,
2023-11-02 11:57:25.794802,tf,NFO,40707,279.15,9.11,1698906445,383.79,8486775,279.15,279.70,45,105,,
2023-11-02 11:57:25.795794,tf,NFO,40707,279.15,9.11,1698906445,383.79,8486775,279.15,279.70,45,105,,
2023-11-02 11:57:26.765584,tf,NFO,40707,279.55,9.26,1698906446,,,,,,,,
2023-11-02 11:57:26.765584,tf,NFO,40707,279.55,9.26,1698906446,,,,,,,,
2023-11-02 11:57:27.398363,tf,NFO,40707,279.10,9.09,1698906447,383.77,8488200,279.10,279.55,30,45,,
2023-11-02 11:57:27.409975,tf,NFO,40707,279.10,9.09,1698906447,383.77,8488200,279.10,279.55,30,45,,
2023-11-02 11:57:27.766483,tf,NFO,40707,279.05,9.07,1698906447,,,,,,,,
2023-11-02 11:57:27.767479,tf,NFO,40707,279.05,9.07,1698906447,,,,,,,,
2023-11-02 11:57:28.596993,tf,NFO,40707,278.45,8.83,1698906448,383.74,8491050,278.35,278.45,,285,,
2023-11-02 11:57:28.598379,tf,NFO,40707,278.45,8.83,1698906448,383.74,8491050,278.35,278.45,,285,,
2023-11-02 11:57:28.767523,tf,NFO,40707,279.00,9.05,1698906448,,,,,,,,
2023-11-02 11:57:28.768945,tf,NFO,40707,279.00,9.05,1698906448,,,,,,,,
2023-11-02 11:57:29.601492,tf,NFO,40707,278.45,8.83,1698906449,383.72,8491995,278.05,278.40,45,45,,
2023-11-02 11:57:29.603517,tf,NFO,40707,278.45,8.83,1698906449,383.72,8491995,278.05,278.40,45,45,,
2023-11-02 11:57:29.766976,tf,NFO,40707,278.35,8.79,1698906449,,,,,,,,
2023-11-02 11:57:29.767980,tf,NFO,40707,278.35,8.79,1698906449,,,,,,,,
2023-11-02 11:57:30.597936,tf,NFO,40707,278.30,8.77,1698906450,383.71,8493465,277.95,278.25,,75,,
2023-11-02 11:57:30.603059,tf,NFO,40707,278.30,8.77,1698906450,383.71,8493465,277.95,278.25,,75,,
2023-11-02 11:57:30.766303,tf,NFO,40707,278.00,8.66,1698906450,,,,,,,,
2023-11-02 11:57:30.766303,tf,NFO,40707,278.00,8.66,1698906450,,,,,,,,
2023-11-02 11:57:31.599944,tf,NFO,40707,278.15,8.72,1698906451,383.69,8494620,278.15,278.50,15,,,
2023-11-02 11:57:31.600952,tf,NFO,40707,278.15,8.72,1698906451,383.69,8494620,278.15,278.50,15,,,
2023-11-02 11:57:31.766223,tf,NFO,40707,278.60,8.89,1698906451,,,,,,,,
2023-11-02 11:57:31.767371,tf,NFO,40707,278.60,8.89,1698906451,,,,,,,,
2023-11-02 11:57:32.401956,tf,NFO,40707,278.25,8.76,1698906452,383.67,8496465,278.70,279.00,120,90,,
2023-11-02 11:57:32.402960,tf,NFO,40707,278.25,8.76,1698906452,383.67,8496465,278.70,279.00,120,90,,
2023-11-02 11:57:32.772448,tf,NFO,40707,279.00,9.05,1698906452,,,,,,,,
2023-11-02 11:57:32.773639,tf,NFO,40707,279.00,9.05,1698906452,,,,,,,,
2023-11-02 11:57:33.401057,tf,NFO,40707,279.05,9.07,1698906453,383.65,8498280,278.50,,30,30,,
2023-11-02 11:57:33.402445,tf,NFO,40707,279.05,9.07,1698906453,383.65,8498280,278.50,,30,30,,
2023-11-02 11:57:33.768855,tf,NFO,40707,279.15,9.11,1698906453,,,,,,,,
2023-11-02 11:57:33.768855,tf,NFO,40707,279.15,9.11,1698906453,,,,,,,,
2023-11-02 11:57:34.604096,tf,NFO,40707,280.05,9.46,1698906454,383.58,8504040,279.60,280.15,105,,,
2023-11-02 11:57:34.604096,tf,NFO,40707,280.05,9.46,1698906454,383.58,8504040,279.60,280.15,105,,,
2023-11-02 11:57:34.768194,tf,NFO,40707,280.35,9.58,1698906454,,,,,,,,
2023-11-02 11:57:34.769262,tf,NFO,40707,280.35,9.58,1698906454,,,,,,,,
2023-11-02 11:57:35.778933,tf,NFO,40707,279.60,9.28,1698906455,383.56,8505600,279.50,280.00,60,60,,
2023-11-02 11:57:35.779880,tf,NFO,40707,279.60,9.28,1698906455,383.56,8505600,279.50,280.00,60,60,,
2023-11-02 11:57:35.780885,tf,NFO,40707,280.15,9.50,1698906455,,,,,,,,
2023-11-02 11:57:35.782053,tf,NFO,40707,280.15,9.50,1698906455,,,,,,,,
2023-11-02 11:57:36.608835,tf,NFO,40707,280.05,9.46,1698906456,383.54,8507205,,280.05,345,,,
2023-11-02 11:57:36.608835,tf,NFO,40707,280.05,9.46,1698906456,383.54,8507205,,280.05,345,,,
2023-11-02 11:57:37.405860,tf,NFO,40707,280.25,9.54,1698906457,383.53,8507715,279.70,280.25,90,,,
2023-11-02 11:57:37.409207,tf,NFO,40707,280.25,9.54,1698906457,383.53,8507715,279.70,280.25,90,,,
2023-11-02 11:57:37.770864,tf,NFO,40707,280.05,9.46,1698906457,,,,,,,,
2023-11-02 11:57:37.771884,tf,NFO,40707,280.05,9.46,1698906457,,,,,,,,
2023-11-02 11:57:38.782903,tf,NFO,40707,280.80,9.75,1698906458,383.51,8509065,280.20,280.60,15,15,,
2023-11-02 11:57:38.783973,tf,NFO,40707,280.80,9.75,1698906458,383.51,8509065,280.20,280.60,15,15,,
2023-11-02 11:57:38.907059,tf,NFO,40707,280.00,9.44,1698906458,,,,,,,,
2023-11-02 11:57:38.908584,tf,NFO,40707,280.00,9.44,1698906458,,,,,,,,
2023-11-02 11:57:39.614490,tf,NFO,40707,280.90,9.79,1698906459,383.48,8511780,281.20,281.70,75,30,,
2023-11-02 11:57:39.614490,tf,NFO,40707,280.90,9.79,1698906459,383.48,8511780,281.20,281.70,75,30,,
2023-11-02 11:57:39.770823,tf,NFO,40707,282.55,10.44,1698906459,,,,,,,,
2023-11-02 11:57:39.774394,tf,NFO,40707,282.55,10.44,1698906459,,,,,,,,
2023-11-02 11:57:40.420060,tf,NFO,40707,284.50,11.20,1698906460,383.37,8521335,284.10,284.55,60,75,,
2023-11-02 11:57:40.420060,tf,NFO,40707,284.50,11.20,1698906460,383.37,8521335,284.10,284.55,60,75,,
2023-11-02 11:57:40.780435,tf,NFO,40707,284.80,11.32,1698906460,,,,,,,,
2023-11-02 11:57:40.784100,tf,NFO,40707,284.80,11.32,1698906460,,,,,,,,
2023-11-02 11:57:41.420290,tf,NFO,40707,285.00,11.39,1698906461,383.35,8523435,284.60,285.00,90,2010,,
2023-11-02 11:57:41.436273,tf,NFO,40707,285.00,11.39,1698906461,383.35,8523435,284.60,285.00,90,2010,,
2023-11-02 11:57:41.780086,tf,NFO,40707,285.10,11.43,1698906461,,,,,,,,
2023-11-02 11:57:41.781093,tf,NFO,40707,285.10,11.43,1698906461,,,,,,,,
2023-11-02 11:57:42.420966,tf,NFO,40707,285.55,11.61,1698906462,383.25,8531985,285.50,286.00,75,300,,
2023-11-02 11:57:42.421963,tf,NFO,40707,285.55,11.61,1698906462,383.25,8531985,285.50,286.00,75,300,,
2023-11-02 11:57:42.772182,tf,NFO,40707,284.35,11.14,1698906462,,,,,,,,
2023-11-02 11:57:42.774882,tf,NFO,40707,284.35,11.14,1698906462,,,,,,,,
2023-11-02 11:57:43.615581,tf,NFO,40707,285.45,11.57,1698906463,383.19,8537085,285.05,285.55,90,120,,
2023-11-02 11:57:43.616852,tf,NFO,40707,285.45,11.57,1698906463,383.19,8537085,285.05,285.55,90,120,,
2023-11-02 11:57:43.774005,tf,NFO,40707,284.95,11.37,1698906463,,,,,,,,
2023-11-02 11:57:43.775170,tf,NFO,40707,284.95,11.37,1698906463,,,,,,,,
2023-11-02 11:57:44.788288,tf,NFO,40707,285.00,11.39,1698906464,383.16,8539725,284.90,285.00,75,45,,
2023-11-02 11:57:44.789285,tf,NFO,40707,285.00,11.39,1698906464,383.16,8539725,284.90,285.00,75,45,,
2023-11-02 11:57:44.792052,tf,NFO,40707,285.25,11.49,1698906464,,,,,,,,
2023-11-02 11:57:44.792052,tf,NFO,40707,285.25,11.49,1698906464,,,,,,,,
2023-11-02 11:57:45.620885,tf,NFO,40707,285.65,11.65,1698906465,383.09,8545605,,285.45,150,15,,
2023-11-02 11:57:45.622922,tf,NFO,40707,285.65,11.65,1698906465,383.09,8545605,,285.45,150,15,,
2023-11-02 11:57:45.786825,tf,NFO,40707,284.40,11.16,1698906465,,,,,,,,
2023-11-02 11:57:45.804924,tf,NFO,40707,284.40,11.16,1698906465,,,,,,,,
2023-11-02 11:57:46.422156,tf,NFO,40707,284.55,11.22,1698906466,383.07,8547090,283.90,284.40,60,60,,
2023-11-02 11:57:46.422914,tf,NFO,40707,284.55,11.22,1698906466,383.07,8547090,283.90,284.40,60,60,,
2023-11-02 11:57:46.773765,tf,NFO,40707,283.85,10.94,1698906466,,,,,,,,
